Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Yu L.,,Adaptive social similarities for recommender systems,2011,RecSys'11 - Proceedings of the 5th ACM Conference on Recommender Systems,28,10.1145/2043932.2043978,China,Conference Paper,Guangzhou,0,Conference Proceeding,2-s2.0-82555195648
Yang X.,,Bayesian-inference based recommendation in online social networks,2011,Proceedings - IEEE INFOCOM,28,10.1109/INFCOM.2011.5935224,United States,Conference Paper,New York,0,Conference Proceeding,2-s2.0-79960867244
Hao M.,,Recommender systems with social regularization,2011,"Proceedings of the 4th ACM International Conference on Web Search and Data Mining, WSDM 2011",845,10.1145/1935826.1935877,Hong Kong,Conference Paper,Shatin,0,Conference Proceeding,2-s2.0-79952399179
Jamali M.,,A matrix factorization technique with trust propagation for recommendation in social networks,2010,RecSys'10 - Proceedings of the 4th ACM Conference on Recommender Systems,862,10.1145/1864708.1864736,Canada,Conference Paper,Burnaby,0,Conference Proceeding,2-s2.0-78649926860
Zhang Y.,,Multi-domain collaborative filtering,2010,"Proceedings of the 26th Conference on Uncertainty in Artificial Intelligence, UAI 2010",89,,Hong Kong,Conference Paper,Hong Kong,0,Conference Proceeding,2-s2.0-80053167162
Jahrer M.,,Combining predictions for accurate recommender systems,2010,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,145,10.1145/1835804.1835893,Austria,Conference Paper,Graz,0,Conference Proceeding,2-s2.0-77956202935
Liu F.,,Use of social network information to enhance collaborative filtering performance,2010,Expert Systems with Applications,212,10.1016/j.eswa.2009.12.061,United States,Article,Kent,0,Journal,2-s2.0-77950296220
Keshavan R.,,Matrix completion from noisy entries,2010,Journal of Machine Learning Research,299,,United States,Article,Palo Alto,0,Journal,2-s2.0-77956909553
Ma H.,,Learning to recommend with social trust ensemble,2009,"Proceedings - 32nd Annual International ACM SIGIR Conference on Research and Development in Information Retrieval, SIGIR 2009",594,10.1145/1571941.1571978,Hong Kong,Conference Paper,Shatin,0,Conference Proceeding,2-s2.0-72249094128
Salakhutdinov R.,,Probabilistic matrix factorization,2009,Advances in Neural Information Processing Systems 20 - Proceedings of the 2007 Conference,1130,,Canada,Conference Paper,Toronto,0,Conference Proceeding,2-s2.0-84858757335
Koren Y.,,Collaborative filtering with temporal dynamics,2009,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,617,10.1145/1557019.1557072,United States,Conference Paper,Sunnyvale,0,Conference Proceeding,2-s2.0-70350647708
Ma H.,,SoRec: Social recommendation using probabilistic matrix factorization,2008,"International Conference on Information and Knowledge Management, Proceedings",860,10.1145/1458082.1458205,Hong Kong,Conference Paper,Shatin,0,Conference Proceeding,2-s2.0-70349257904
Koren Y.,,Factorization meets the neighborhood: A multifaceted collaborative filtering model,2008,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,2110,10.1145/1401890.1401944,United States,Conference Paper,Florham Park,0,Conference Proceeding,2-s2.0-65449121157
Bell R.,,Modeling relationships at multiple scales to improve accuracy of large recommender systems,2007,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,227,10.1145/1281192.1281206,United States,Conference Paper,Florham Park,0,Conference Proceeding,2-s2.0-36849079891
Bedi P.,,Trust based recommender system for the semantic web,2007,IJCAI International Joint Conference on Artificial Intelligence,127,,India,Conference Paper,New Delhi,0,Conference Proceeding,2-s2.0-80052126248
Massa P.,,Trust-aware recommender systems,2007,RecSys'07: Proceedings of the 2007 ACM Conference on Recommender Systems,798,10.1145/1297231.1297235,Italy,Conference Paper,Trento,0,Conference Proceeding,2-s2.0-42149144140
Salakhutdinov R.,,Restricted Boltzmann machines for collaborative filtering,2007,ACM International Conference Proceeding Series,970,10.1145/1273496.1273596,Canada,Conference Paper,Toronto,0,Conference Proceeding,2-s2.0-34547983260
Wang J.,,Unifying user-based and item-based collaborative filtering approaches by similarity fusion,2006,Proceedings of the Twenty-Ninth Annual International ACM SIGIR Conference on Research and Development in Information Retrieval,556,10.1145/1148170.1148257,Netherlands,Conference Paper,Delft,0,Conference Proceeding,2-s2.0-33750345680
Xue G.,,Scalable collaborative filtering using cluster-based smoothing,2005,SIGIR 2005 - Proceedings of the 28th Annual International ACM SIGIR Conference on Research and Development in Information Retrieval,502,10.1145/1076034.1076056,China,Conference Paper,Shanghai,0,Conference Proceeding,2-s2.0-84885578920
O'Donovan J.,,Trust in recommender systems,2005,"International Conference on Intelligent User Interfaces, Proceedings IUI",609,10.1145/1040830.1040870,Ireland,Conference Paper,Dublin,0,Conference Proceeding,2-s2.0-32844472422
Adomavicius G.,,Toward the next generation of recommender systems: A survey of the state-of-the-art and possible extensions,2005,IEEE Transactions on Knowledge and Data Engineering,6419,10.1109/TKDE.2005.99,United States,Review,Minneapolis,0,Journal,2-s2.0-20844435854
Richardson M.,,Mining knowledge-sharing sites for viral marketing,2002,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,1052,10.1145/775047.775057,United States,Conference Paper,Seattle,0,Conference Proceeding,2-s2.0-0242456823
