Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Wouts M.,,Surface tension in the dilute ising model. the wulff construction,2009,Communications in Mathematical Physics,7,10.1007/s00220-009-0782-8,France,Article,Villetaneuse,0,Journal,2-s2.0-67349193555
Bianchi A.,,Sharp asymptotics for metastability in the random field curie-weiss model,2009,Electronic Journal of Probability,21,10.1214/EJP.v14-673,Germany,Article,Berlin,1,Journal,2-s2.0-68449091579
Wouts M.,,A coarse graining for the Fortuin-Kasteleyn measure in random media,2008,Stochastic Processes and their Applications,6,10.1016/j.spa.2007.11.009,France,Article,Paris,1,Journal,2-s2.0-53049099210
Bodineau T.,,Slab percolation for the Ising model,2005,Probability Theory and Related Fields,14,10.1007/s00440-004-0391-6,France,Article,Paris,0,Journal,2-s2.0-17444428666
Bodineau T.,,Stability of interfaces and stochastic dynamics in the regime of partial wetting,2004,Annales Henri Poincare,5,10.1007/s00023-004-0184-6,France,Article,Paris,0,Journal,2-s2.0-5644304553
Berger N.,,The speed of biased random walk on percolation clusters,2003,Probability Theory and Related Fields,44,10.1007/s00440-003-0258-2,,Article,,0,Journal,2-s2.0-0038648289
Häggstrom O.,,The ising model on diluted graphs and strong amenability,2000,Annals of Probability,19,10.1214/aop/1019160327,Sweden,Article,Göteborg,1,Journal,2-s2.0-0034214579
Bodineau T.,,Rigorous probabilistic analysis of equilibrium crystal shapes,2000,Journal of Mathematical Physics,63,10.1063/1.533180,France,Article,Paris,0,Journal,2-s2.0-0034345434
Schonmann R.,,Wulff droplets and the metastable relaxation of kinetic Ising models,1998,Communications in Mathematical Physics,60,10.1007/s002200050363,United States,Article,Los Angeles,0,Journal,2-s2.0-0032098595
Cesi F.,,Relaxation to equilibrium for two dimensional disordered Ising systems in the Griffiths phase *,1997,Communications in Mathematical Physics,15,10.1007/s002200050205,Italy,Article,Rome,0,Journal,2-s2.0-0040454786
Liggett T.,,Domination by product measures,1997,Annals of Probability,189,10.1214/aop/1024404279,United States,Article,Los Angeles,1,Journal,2-s2.0-0031514909
Deuschel J.,,Surface order large deviations for high-density percolation,1996,Probability Theory and Related Fields,68,10.1007/BF01198162,Switzerland;Germany,Article,"Zurich ZH,;Berlin",0,Journal,2-s2.0-0030536786
Kotecký R.,,Equilibrium shapes of crystals attached to walls,1994,Journal of Statistical Physics,12,10.1007/BF02188669,Czech Republic,Article,Prague Praha,0,Journal,2-s2.0-21844523057
Schonmann R.,,Slow droplet-driven relaxation of stochastic Ising models in the vicinity of the phase coexistence region,1994,Communications in Mathematical Physics,49,10.1007/BF02099411,United States,Article,Los Angeles,0,Journal,2-s2.0-21344478931
Aizenman A.,,Metastability effects in bootstrap percolation,1988,Journal of Physics A: Mathematical and General,198,10.1088/0305-4470/21/19/017,United States,Article,New York,0,Journal,2-s2.0-36149031851
Zia R.,,The summertop construction: Crystals in a corner,1988,Journal of Statistical Physics,38,10.1007/BF01026498,United States,Article,Blacksburg,0,Journal,2-s2.0-0000198102
Chayes J.,,The low-temperature behavior of disordered magnets,1985,Communications in Mathematical Physics,46,10.1007/BF01206137,United States,Article,Cambridge,0,Journal,2-s2.0-0000028968
