Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Liao R.,,CloudNMF: A MapReduce Implementation of Nonnegative Matrix Factorization for Large-scale Biological Datasets,2014,"Genomics, Proteomics and Bioinformatics",30,10.1016/j.gpb.2013.06.001,China,Article,Shanghai,1,Journal,2-s2.0-84894281219
Hsueh S.,,A load-balanced mapreduce algorithm for blocking-based entity-resolution with multiple keys,2014,Conferences in Research and Practice in Information Technology Series,17,,Taiwan,Conference Paper,Taichung,0,Conference Proceeding,2-s2.0-84907001000
Wang Y.,,Zput: A speedy data uploading approach for the Hadoop Distributed File System,2013,"Proceedings - IEEE International Conference on Cluster Computing, ICCC",5,10.1109/CLUSTER.2013.6702648,China,Conference Paper,Beijing,0,Conference Proceeding,2-s2.0-84893530466
Yan W.,,Scalable and robust key group size estimation for reducer load balancing in MapReduce,2013,"Proceedings - 2013 IEEE International Conference on Big Data, Big Data 2013",22,10.1109/BigData.2013.6691568,United States,Conference Paper,Nashville,0,Conference Proceeding,2-s2.0-84893213043
Wang W.,,Map task scheduling in MapReduce with data locality: Throughput and heavy-traffic optimality,2013,Proceedings - IEEE INFOCOM,58,10.1109/INFCOM.2013.6566957,United States,Conference Paper,Tempe,0,Conference Proceeding,2-s2.0-84883072667
Venkataraman S.,,Presto: Distributed machine learning and graph processing with sparse matrices,2013,"Proceedings of the 8th ACM European Conference on Computer Systems, EuroSys 2013",45,10.1145/2465351.2465371,United States,Conference Paper,Berkeley,0,Conference Proceeding,2-s2.0-84877713877
Yu W.,,A cloud computing based architecture for cyber security situation awareness,2013,"2013 IEEE Conference on Communications and Network Security, CNS 2013",28,10.1109/CNS.2013.6682765,United States,Conference Paper,Towson,0,Conference Proceeding,2-s2.0-84893536420
Ahmad F.,,MapReduce with communication overlap (MaRCO),2013,Journal of Parallel and Distributed Computing,35,10.1016/j.jpdc.2012.12.012,United States,Article,West Lafayette,0,Journal,2-s2.0-84893670179
Narayan S.,,Hadoop acceleration in an openflow-based cluster,2012,"Proceedings - 2012 SC Companion: High Performance Computing, Networking Storage and Analysis, SCC 2012",38,10.1109/SC.Companion.2012.76,United States,Conference Paper,Santa Clara,0,Conference Proceeding,2-s2.0-84876524015
Chen F.,,Joint scheduling of processing and shuffle phases in MapReduce systems,2012,Proceedings - IEEE INFOCOM,78,10.1109/INFCOM.2012.6195473,United States,Conference Paper,University Park,0,Conference Proceeding,2-s2.0-84861632325
Zhang J.,,Optimizing data shuffling in data-parallel computation by understanding user-defined functions,2012,Proceedings of NSDI 2012: 9th USENIX Symposium on Networked Systems Design and Implementation,39,,China,Conference Paper,Beijing,0,Conference Proceeding,2-s2.0-85076643377
Costa P.,,Camdoop: Exploiting in-network aggregation for big data applications,2012,Proceedings of NSDI 2012: 9th USENIX Symposium on Networked Systems Design and Implementation,94,,United Kingdom;United Kingdom,Conference Paper,Cambridge;London,0,Conference Proceeding,2-s2.0-85018467832
Palanisamy B.,,Purlieus: Locality-aware resource allocation for mapreduce in a cloud,2011,"Proceedings of 2011 SC - International Conference for High Performance Computing, Networking, Storage and Analysis",137,10.1145/2063384.2063462,United States,Conference Paper,Atlanta,0,Conference Proceeding,2-s2.0-83155193241
Lv H.,,Machine learning methods and their application research,2011,"Proceedings - 2011 International Symposium on Intelligence Information Processing and Trusted Computing, IPTC 2011",6,10.1109/IPTC.2011.34,China,Conference Paper,Huanggang,0,Conference Proceeding,2-s2.0-84855721849
Ibrahim S.,,LEEN: Locality/fairness-aware key partitioning for MapReduce in the cloud,2010,"Proceedings - 2nd IEEE International Conference on Cloud Computing Technology and Science, CloudCom 2010",138,10.1109/CloudCom.2010.25,China,Conference Paper,Wuhan,0,Conference Proceeding,2-s2.0-79952402115
Condie T.,,Online aggregation and continuous query support in MapReduce,2010,Proceedings of the ACM SIGMOD International Conference on Management of Data,106,10.1145/1807167.1807295,United States,Conference Paper,Berkeley,0,Conference Proceeding,2-s2.0-77954799580
Lin J.,,Data-intensive text processing with MapReduce,2010,Synthesis Lectures on Human Language Technologies,162,10.2200/S00274ED1V01Y201006HLT007,United States,Article,College Park,0,Book Series,2-s2.0-84964816728
Condie T.,,MapReduce online,2010,Proceedings of NSDI 2010: 7th USENIX Symposium on Networked Systems Design and Implementation,444,,United States,Conference Paper,Berkeley,0,Conference Proceeding,2-s2.0-85076771850
Mackey G.,,Introducing map-reduce to high end computing,2008,"Proceedings of the 2008 3rd Petascale Data Storage Workshop, PDSW 2008",54,10.1109/PDSW.2008.4811889,United States,Conference Paper,Orlando,0,Conference Proceeding,2-s2.0-70149124333
Matsunaga A.,,CloudBLAST: combining MapReduce and virtualization on distributed resources for bioinformatics applications,2008,"Proceedings - 4th IEEE International Conference on eScience, eScience 2008",239,10.1109/eScience.2008.62,United States,Conference Paper,Gainesville,0,Conference Proceeding,2-s2.0-62749186138
Dean J.,,MapReduce: Simplified data processing on large clusters,2008,Communications of the ACM,9640,10.1145/1327452.1327492,United States,Article,Mountain View,0,Journal,2-s2.0-37549003336
Yang H.,,Map-reduce-merge: Simplified relational data processing on large clusters,2007,Proceedings of the ACM SIGMOD International Conference on Management of Data,555,10.1145/1247480.1247602,United States,Conference Paper,Sunnyvale,0,Conference Proceeding,2-s2.0-35448944021
