Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Ding C.,,Tensor reduction error analysis - Applications to video compression and classification,2008,"26th IEEE Conference on Computer Vision and Pattern Recognition, CVPR",20,10.1109/CVPR.2008.4587736,United States,Conference Paper,Arlington,0,Conference Proceeding,2-s2.0-52249116304
Inoue K.,,Equivalence of non-iterative algorithms for simultaneous low rank approximations of matrices,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,20,10.1109/CVPR.2006.112,Japan,Conference Paper,Fukuoka,0,Conference Proceeding,2-s2.0-33845568620
Ding C.,,R <inf>1</inf>-PCA: Rotational invariant L <inf>1</inf>-norm principal component analysis for robust subspace factorization,2006,ICML 2006 - Proceedings of the 23rd International Conference on Machine Learning,200,,United States,Conference Paper,Berkeley,0,Conference Proceeding,2-s2.0-33749255817
Zuo W.,,An assembled matrix distance metric for 2DPCA-based image recognition,2006,Pattern Recognition Letters,49,10.1016/j.patrec.2005.08.017,China;Hong Kong,Article,Harbin;Kowloon,0,Journal,2-s2.0-28044453699
Ding C.,,2-dimensional singular value decomposition for 2D maps and images,2005,"Proceedings of the 2005 SIAM International Conference on Data Mining, SDM 2005",74,10.1137/1.9781611972757.4,United States,Conference Paper,Berkeley,0,Conference Proceeding,2-s2.0-84880116864
Ye J.,,Generalized low rank approximations of matrices,2004,"Proceedings, Twenty-First International Conference on Machine Learning, ICML 2004",85,,United States,Conference Paper,Minneapolis,0,Conference Proceeding,2-s2.0-14344249521
Ng A.,,"Feature selection, L<inf>1</inf> vs. L<inf>2</inf> regularization, and rotational invariance",2004,"Proceedings, Twenty-First International Conference on Machine Learning, ICML 2004",644,,United States,Conference Paper,Palo Alto,0,Conference Proceeding,2-s2.0-14344249889
Yang J.,,Two-Dimensional PCA: A New Approach to Appearance-Based Face Representation and Recognition,2004,IEEE Transactions on Pattern Analysis and Machine Intelligence,2770,10.1109/TPAMI.2004.1261097,Spain;China;Hong Kong,Article,Zaragoza;Nanjing;Kowloon,0,Journal,2-s2.0-0742268833
Shashua A.,,Linear image coding for regression and classification using the tensor-rank principle,2001,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,154,,Israel,Conference Paper,Jerusalem,0,Conference Proceeding,2-s2.0-0035683732
Xu L.,,Robust Principal Component Analysis by Self-Organizing Rules Based on Statistical Physics Approach,1995,IEEE Transactions on Neural Networks,153,10.1109/72.363442,Hong Kong,Article,Shatin,0,Journal,2-s2.0-0029184173
Turk M.,,Eigenfaces for recognition,1991,Journal of Cognitive Neuroscience,10213,10.1162/jocn.1991.3.1.71,United States,Article,Cambridge,0,Journal,2-s2.0-0026065565
Tucker L.R.,,Some mathematical notes on three-mode factor analysis,1966,Psychometrika,1913,10.1007/BF02289464,United States,Article,Urbana,0,Journal,2-s2.0-0013953617
