Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Agarwal P.K.,,K-means projective clustering,2004,Proceedings of the ACM SIGACT-SIGMOD-SIGART Symposium on Principles of Database Systems,111,10.1145/1055558.1055581,United States,Conference Paper,Durham,0,Conference Proceeding,2-s2.0-3142682233
Papadimitriou S.,,LOCI: Fast outlier detection using the local correlation integral,2003,Proceedings - International Conference on Data Engineering,535,10.1109/ICDE.2003.1260802,United States,Conference Paper,Pittsburgh,0,Conference Proceeding,2-s2.0-0345359208
Procopiuc C.M.,,A Monte Carlo algorithm for fast projective clustering,2002,Proceedings of the ACM SIGMOD International Conference on Management of Data,241,10.1145/564736.564739,United States,Conference Paper,Florham Park,0,Conference Proceeding,2-s2.0-0036361164
Wang H.,,Clustering by pattern similarity in large data sets,2002,Proceedings of the ACM SIGMOD International Conference on Management of Data,326,10.1145/564736.564737,United States,Conference Paper,Yorktown Heights,0,Conference Proceeding,2-s2.0-0036372484
Santos Filho R.,,Similarity search without tears: The Omni-family of all-purpose access methods,2001,Proceedings - International Conference on Data Engineering,79,10.1109/ICDE.2001.914877,Brazil,Article,Sao Paulo,0,Journal,2-s2.0-0034998378
Pagel B.,,Deflating the dimensionality curse using multiple fractal dimensions,2000,Proceedings - International Conference on Data Engineering,65,,Germany,Article,Walldorf,0,Conference Proceeding,2-s2.0-0033901933
Barbará D.,,Using the fractal dimension to cluster datasets,2000,Proceeding of the Sixth ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,81,10.1145/347090.347145,United States,Conference Paper,Fairfax,0,Conference Proceeding,2-s2.0-0034592785
Aggarwal C.,,Finding generalized projected clusters in high dimensional spaces,2000,SIGMOD Record (ACM Special Interest Group on Management of Data),394,10.1145/335191.335383,United States,Article,Yorktown Heights,0,Journal,2-s2.0-0039253822
Aggarwal C.,,Fast Algorithms for Projected Clustering,1999,SIGMOD Record (ACM Special Interest Group on Management of Data),691,10.1145/304181.304188,United States,Article,Yorktown Heights,0,Journal,2-s2.0-0347718066
Ankerst M.,,OPTICS: Ordering Points to Identify the Clustering Structure,1999,SIGMOD Record (ACM Special Interest Group on Management of Data),2181,10.1145/304181.304187,Germany,Article,Munich,0,Journal,2-s2.0-0347172110
Belussi A.,,Self-spatial join selectivity estimation using fractal concepts,1998,ACM Transactions on Information Systems,33,10.1145/279339.279342,Italy,Article,Milan,0,Journal,2-s2.0-0032035979
Arya S.,,An optimal algorithm for approximate nearest neighbor searching in fixed dimensions,1998,Journal of the ACM,1556,10.1145/293347.293348,Hong Kong,Article,Hong Kong,0,Journal,2-s2.0-0032201716
Agrawal R.,,Automatic subspace clustering of high dimensional data for data mining applications,1998,SIGMOD Record,1669,10.1145/276305.276314,United States,Article,San Jose,0,Journal,2-s2.0-0032090765
Katayama N.,,The SR-tree: An Index Structure for High-Dimensional Nearest Neighbor Queries,1997,SIGMOD Record (ACM Special Interest Group on Management of Data),609,10.1145/253262.253347,,Article,,0,Journal,2-s2.0-0031162081
Ciaccia P.,,M-tree: An efficient access method for similarity search in metric spaces,1997,"Proceedings of the 23rd International Conference on Very Large Databases, VLDB 1997",1098,,Italy,Conference Paper,Bologna,0,Conference Proceeding,2-s2.0-84993661659
