Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Schuenemann D.,,Chloroplast secY is complexed to secE and involved in the translocation of the 33-kDa but not the 23-kDa subunit of the oxygen-evolving complex,1999,Journal of Biological Chemistry,70,10.1074/jbc.274.17.12177,United States,Article,"Washington, D.C.",1,Journal,2-s2.0-0033597136
Kim S.,,Distinct 'assisted' and 'spontaneous' mechanisms for the insertion of polytopic chlorophyll-binding proteins into the thylakoid membrane,1999,Journal of Biological Chemistry,33,10.1074/jbc.274.8.4715,United Kingdom,Article,Coventry,1,Journal,2-s2.0-0001259779
Nilsson R.,,Interactions of ribosome nascent chain complexes of the chloroplast-encoded D1 thylakoid membrane protein with cpSRP54,1999,EMBO Journal,94,10.1093/emboj/18.3.733,Sweden,Article,Stockholm,0,Journal,2-s2.0-0033081464
Klimyuk V.,,A chromodomain protein encoded by the Arabidopsis CAO gene is a plant-specific component of the chloroplast signal recognition particle pathway that is involved in LHCP targeting,1999,Plant Cell,110,10.1105/tpc.11.1.87,United Kingdom,Article,Norwich,1,Journal,2-s2.0-6544282660
Kang S.,,Molecular cloning of an Arabidopsis cDNA encoding a dynamin-like protein that is localized to plastids,1998,Plant Molecular Biology,52,10.1023/A:1006099718761,South Korea,Article,Jinju,0,Journal,2-s2.0-0032189490
Schuenemann D.,,A novel signal recognition particle targets light-harvesting proteins to the thylakoid membranes,1998,Proceedings of the National Academy of Sciences of the United States of America,146,10.1073/pnas.95.17.10312,United States,Article,"Washington, D.C.",1,Journal,2-s2.0-0032544070
Roy L.,,A SecY homologue is required for the elaboration of the chloroplast thylakoid membrane and for normal chloroplast gene expression,1998,Journal of Cell Biology,77,10.1083/jcb.141.2.385,United States,Article,Eugene,0,Journal,2-s2.0-0032550223
Kim S.,,Sec/SRP-independent insertion of two thylakoid membrane proteins bearing cleavable signal peptides,1998,FEBS Letters,34,10.1016/S0014-5793(98)00148-3,United Kingdom,Article,Coventry,1,Journal,2-s2.0-0032489422
Park J.,,A dynamin-like protein in Arabidopsis thaliana is involved in biogenesis of thylakoid membranes,1998,EMBO Journal,50,10.1093/emboj/17.4.859,South Korea,Article,Jinju,0,Journal,2-s2.0-0032481354
Pilgrim M.L.,,Expression of a dominant negative form of cpSRP54 inhibits chloroplast biogenesis in Arabidopsis,1998,Plant Journal,50,10.1046/j.1365-313X.1998.00021.x,United States,Article,"Washington, D.C.",0,Journal,2-s2.0-0031905338
Schnell D.J.,,Protein targeting to the thylakoid membrane,1998,Annual Review of Plant Biology,57,10.1146/annurev.arplant.49.1.97,United States,Article,Newark,0,Book Series,2-s2.0-0031788952
Schmid S.,,Dynamin and its partners: A progress report,1998,Current Opinion in Cell Biology,351,10.1016/S0955-0674(98)80066-5,United States,Article,San Diego,0,Journal,2-s2.0-0032145222
Settles A.,,Sec-independent protein translocation by the maize Hcf106 protein,1997,Science,216,10.1126/science.278.5342.1467,United States,Article,Cold Spring Harbor,0,Journal,2-s2.0-0030722626
Mould R.,,Azide-sensitive thylakoid membrane insertion of chimeric cytochrome f polypeptides imported by isolated pea chloroplasts,1997,Plant Journal,27,10.1046/j.1365-313X.1997.11051051.x,United Kingdom,Article,Cambridge,1,Journal,2-s2.0-0031149916
High S.,,Chloroplast SRP54 interacts with a specific subset of thylakoid precursor proteins,1997,Journal of Biological Chemistry,58,10.1074/jbc.272.17.11622,United Kingdom,Article,Manchester,1,Journal,2-s2.0-0030937725
Nielsen E.,,Stable association of chloroplastic precursors with protein translocation complexes that contain proteins from both envelope membranes and a stromal Hsp100 molecular chaperone,1997,EMBO Journal,228,10.1093/emboj/16.5.935,United States,Article,East Lansing,0,Journal,2-s2.0-0031048279
Voelker R.,,"Transposon-disruption of a maize nuclear gene, tha1, encoding a chloroplast SecA homologue: In vivo role of cp-SecA in thylakoid protein targeting",1997,Genetics,64,,United States,Review,Eugene,0,Journal,2-s2.0-0031014540
Cline K.,,Import and routing of nucleus-encoded chloroplast proteins,1996,Annual Review of Cell and Developmental Biology,184,10.1146/annurev.cellbio.12.1.1,United States,Review,Gainesville,0,Book Series,2-s2.0-0029731659
Kim S.,,"An Arabidopsis thaliana cDNA encoding PS II-X, a 4.1 kDa component of photosystem II: A bipartite presequence mediates SecA/ΔpH-independent targeting into thylakoids",1996,FEBS Letters,28,10.1016/0014-5793(96)00658-8,United Kingdom,Article,Coventry,1,Journal,2-s2.0-0030597984
Nohara T.,,Cytochrome f encoded by the chloroplast genome is imported into thylakoids via the SecA-dependent pathway,1996,Biochemical and Biophysical Research Communications,28,10.1006/bbrc.1996.1051,Japan,Article,Nagoya,0,Journal,2-s2.0-0030590083
Shanklin J.,,"The stroma of higher plant plastids contain ClpP and ClpC, functional homologs of Escherichia coli ClpP and ClpA: An archetypal two-component ATP-dependent protease",1995,Plant Cell,188,10.1105/tpc.7.10.1713,United States,Article,Upton,1,Journal,2-s2.0-0029392885
Voelker R.,,Nuclear genes required for post-translational steps in the biogenesis of the chloroplast cytochrome b<inf>6</inf>f complex in maize,1995,MGG Molecular &amp; General Genetics,28,10.1007/BF00290576,United States,Article,Eugene,0,Journal,2-s2.0-0029598441
Hugueney P.,,Identification of a plastid protein involved in vesicle fusion and/or membrane protein translocation,1995,Proceedings of the National Academy of Sciences of the United States of America,74,10.1073/pnas.92.12.5630,France,Article,Strasbourg,1,Journal,2-s2.0-0029019481
Nohara T.,,Isolation and characterization of the cDNA for pea chloroplast SecA Evolutionary conservation of the bacterial-type SecA-dependent protein transport within chloroplasts,1995,FEBS Letters,36,10.1016/0014-5793(95)00415-6,Japan,Article,Nagoya,1,Journal,2-s2.0-0028998696
Li X.,,A chloroplast homologue of the signal recognition particle subunit SRP54 is involved in the posttranslational integration of a protein into thylakoid membranes,1995,Proceedings of the National Academy of Sciences of the United States of America,152,10.1073/pnas.92.9.3789,United States,Article,"Washington, D.C.",1,Journal,2-s2.0-0029041304
Dolganov N.,,Cyanobacterial protein with similarity to the chlorophyll a/b binding proteins of higher plants: Evolution and regulation,1995,Proceedings of the National Academy of Sciences of the United States of America,140,10.1073/pnas.92.2.636,United States,Article,"Washington, D.C.",1,Journal,2-s2.0-0028843343
Kapazoglou A.,,"PSII-T, a new nuclear encoded lumenal protein from photosystem II. Targeting and processing in isolated chloroplasts",1995,Journal of Biological Chemistry,26,10.1074/jbc.270.20.12197,United States,Article,Athens,1,Journal,2-s2.0-0029042185
Brock I.,,"The ΔpH-driven, ATP-independent protein translocation mechanism in the chloroplast thylakoid membrane. Kinetics and energetics",1995,Journal of Biological Chemistry,28,10.1074/jbc.270.4.1657,United Kingdom,Article,Coventry,1,Journal,2-s2.0-0028985671
Laidler V.,,A SecY homolog in Arabidopsis thaliana: Sequence of a full-length cDNA clone and import of the precursor protein into chloroplasts,1995,Journal of Biological Chemistry,85,10.1074/jbc.270.30.17664,United Kingdom,Article,Coventry,1,Journal,2-s2.0-0029068677
