Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Huijser C.,,The Arabidopsis SUCROSE UNCOUPLED-6 gene is identical to ABSCISIC ACID INSENSITIVE-4: Involvement of abscisic acid in sugar responses,2000,Plant Journal,189,10.1046/j.1365-313X.2000.00822.x,Netherlands,Article,Utrecht,1,Journal,2-s2.0-0033828479
Finkelstein R.,,Abscisic acid inhibition of radicle emergence but not seedling growth is suppressed by sugars,2000,Plant Physiology,118,10.1104/pp.122.4.1179,United States,Article,Santa Barbara,1,Journal,2-s2.0-0033999195
Debeaujon I.,,Gibberellin requirement for Arabidopsis seed germination is determined both by testa characteristics and embryonic abscisic acid,2000,Plant Physiology,277,10.1104/pp.122.2.415,Netherlands;France,Article,Wageningen;Versailles,1,Journal,2-s2.0-0034143571
Roldán M.,,Sucrose availability on the aerial part of the plant promotes morphogenesis and flowering of Arabidopsis in the dark,1999,Plant Journal,134,10.1046/j.1365-313X.1999.00632.x,Spain;Spain,Article,Valencia;Madrid,0,Journal,2-s2.0-0039702887
Sheen J.,,Sugars as signaling molecules,1999,Current Opinion in Plant Biology,404,10.1016/S1369-5266(99)00014-X,United States,Review,Boston,0,Journal,2-s2.0-0033214166
Dai N.,,"Overexpression of arabidopsis hexokinase in tomato plants inhibits growth, reduces photosynthesis, and induces rapid senescence",1999,Plant Cell,246,10.1105/tpc.11.7.1253,Israel,Article,Bet Dagan,1,Journal,2-s2.0-0033165712
Gibson S.,,Another player joins the complex field of sugar-regulated gene expression in plants,1999,Proceedings of the National Academy of Sciences of the United States of America,19,10.1073/pnas.96.9.4746,United States,Note,Houston,1,Journal,2-s2.0-0033608996
Bhalerao R.P.,,Regulatory interaction of PRL1 WD protein with Arabidopsis SNF1-like protein kinases,1999,Proceedings of the National Academy of Sciences of the United States of America,145,10.1073/pnas.96.9.5322,Germany,Article,Koln,1,Journal,2-s2.0-0033609163
Halford N.,,Is hexokinase really a sugar sensor in plants?,1999,Trends in Plant Science,110,10.1016/S1360-1385(99)01377-1,United Kingdom,Note,Bristol,0,Journal,2-s2.0-0033035539
Pego J.V.,,Mannose inhibits Arabidopsis germination via a hexokinase-mediated step,1999,Plant Physiology,144,10.1104/pp.119.3.1017,Netherlands,Article,Utrecht,1,Journal,2-s2.0-0033102055
Hsieh M.,,A PII-like protein in Arabidopsis: Putative role in nitrogen sensing,1998,Proceedings of the National Academy of Sciences of the United States of America,186,10.1073/pnas.95.23.13965,United States,Article,New York,1,Journal,2-s2.0-0032506028
Lam H.,,Reciprocal regulation of distinct asparagine synthetase genes by light and metabolites in Arabidopsis thaliana,1998,Plant Journal,165,10.1046/j.1365-313X.1998.00302.x,Hong Kong,Article,Shatin,0,Journal,2-s2.0-0032213203
Németh K.,,"Pleiotropic control of glucose and hormone responses by PRL1, a nuclear WD protein, in Arabidopsis",1998,Genes and Development,188,10.1101/gad.12.19.3059,Germany,Article,Koln,1,Journal,2-s2.0-0032191374
Salchert K.,,Control of cell elongation and stress responses by steroid hormones and carbon catabolic repression in plants,1998,Philosophical Transactions of the Royal Society B: Biological Sciences,38,10.1098/rstb.1998.0307,Germany,Article,Koln,0,Journal,2-s2.0-0032578567
Corbesier L.,,The role of carbohydrates in the induction of flowering in Arabidopsis thaliana: Comparison between the wild type and a starchless mutant,1998,Planta,180,10.1007/s004250050383,Belgium,Article,Liege,0,Journal,2-s2.0-0032171482
Zhou L.,,Glucose and ethylene signal transduction crosstalk revealed by an Arabidopsis glucose-insensitive mutant,1998,Proceedings of the National Academy of Sciences of the United States of America,351,10.1073/pnas.95.17.10294,United States,Article,Boston,1,Journal,2-s2.0-0032544056
Halford N.,,SNF1-related protein kinases: Global regulators of carbon metabolism in plants?,1998,Plant Molecular Biology,276,10.1023/A:1006024231305,United Kingdom,Short Survey,Bristol,0,Journal,2-s2.0-0032127148
Finkelstein R.,,The arabidopsis abscisic acid response locus ABI4 encodes an APETALA2 domain protein,1998,Plant Cell,468,10.1105/tpc.10.6.1043,United States;United States,Article,Boston;Santa Barbara,1,Journal,2-s2.0-3643131214
Chiou T.,,Sucrose is a signal molecule in assimilate partitioning,1998,Proceedings of the National Academy of Sciences of the United States of America,314,10.1073/pnas.95.8.4784,,Article,,1,Journal,2-s2.0-0032516025
Zeng Y.,,Differential Regulation of Sugar-Sensitive Sucrose Synthases by Hypoxia and Anoxia Indicate Complementary Transcriptional and Posttranscriptional Responses,1998,Plant Physiology,104,10.1104/pp.116.4.1573,United States,Article,Gainesville,1,Journal,2-s2.0-0001428053
Smeekens S.,,Sugar regulation of gene expression in plants,1998,Current Opinion in Plant Biology,142,10.1016/S1369-5266(98)80109-X,Netherlands,Article,Utrecht,0,Journal,2-s2.0-0032082453
Purcell P.,,Antisense expression of a sucrose non-fermenting-1-related protein kinase sequence in potato results in decreased expression of sucrose synthase in tubers and loss of sucrose-inducibility of sucrose synthase transcripts in leaves,1998,Plant Journal,167,10.1046/j.1365-313X.1998.00108.x,United Kingdom,Article,Bristol,1,Journal,2-s2.0-0031861675
Perata P.,,Sugar repression of a gibberellin-dependent signaling pathway in barley embryos,1997,Plant Cell,159,10.1105/tpc.9.12.2197,Japan,Article,Nagoya,1,Journal,2-s2.0-0031412147
