Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Van Essen D.,,Parcellations and hemispheric asymmetries of human cerebral cortex analyzed on surface-based atlases,2012,Cerebral Cortex,259,10.1093/cercor/bhr291,United States,Article,St. Louis,1,Journal,2-s2.0-84866081178
Glasser M.,,Mapping human cortical areas in vivo based on myelin content as revealed by T1- and T2-weighted MRI,2011,Journal of Neuroscience,526,10.1523/JNEUROSCI.2180-11.2011,United States,Article,St. Louis,1,Journal,2-s2.0-80051560032
Frey S.,,An MRI based average macaque monkey stereotaxic atlas and space (MNI monkey space),2011,NeuroImage,90,10.1016/j.neuroimage.2011.01.040,Canada,Article,Montreal,0,Journal,2-s2.0-79952700943
Markov N.,,Weight consistency specifies regularities of macaque cortical networks,2011,Cerebral Cortex,196,10.1093/cercor/bhq201,France;France,Article,Villeurbanne;Paris,1,Journal,2-s2.0-79551532625
Kolster H.,,The retinotopic organization of the human middle temporal area MT/V5 and its cortical neighbors,2010,Journal of Neuroscience,199,10.1523/JNEUROSCI.2069-10.2010,Belgium,Article,3000 Leuven,1,Journal,2-s2.0-77954852696
Yeo B.,,Spherical demons: Fast diffeomorphic landmark-free surface registration,2010,IEEE Transactions on Medical Imaging,220,10.1109/TMI.2009.2030797,United States,Article,Cambridge,0,Journal,2-s2.0-77749279530
Pantazis D.,,Comparison of landmark-based and automatic methods for cortical surface registration,2010,NeuroImage,94,10.1016/j.neuroimage.2009.09.027,United States,Article,Los Angeles,0,Journal,2-s2.0-71949087431
Kolster H.,,Visual field map clusters in macaque extrastriate visual cortex,2009,Journal of Neuroscience,104,10.1523/JNEUROSCI.0518-09.2009,United States;Belgium;United States,Article,Boston;3000 Leuven;Boston,1,Journal,2-s2.0-66149161667
McLaren D.G.,,A population-average MRI-based atlas collection of the rhesus macaque,2009,NeuroImage,150,10.1016/j.neuroimage.2008.10.058,United States;United States,Article,Madison;Madison,0,Journal,2-s2.0-60349085231
Moeller S.,,Patches with links: A unified system for processing faces in the macaque temporal lobe,2008,Science,256,10.1126/science.1157436,Germany,Article,Bremen,0,Journal,2-s2.0-45549101401
Joshi A.A.,,Surface-constrained volumetric brain registration using harmonic mappings,2007,IEEE Transactions on Medical Imaging,101,10.1109/TMI.2007.901432,,Article,,0,Journal,2-s2.0-36549046974
Vincent J.L.,,Intrinsic functional architecture in the anaesthetized monkey brain,2007,Nature,1242,10.1038/nature05758,United States;United States;United States,Article,Boston;St. Louis;Cambridge,0,Journal,2-s2.0-34247578209
Van Essen D.,,Surface-based and probabilistic atlases of primate cerebral cortex.,2007,Neuron,321,10.1016/j.neuron.2007.10.015,United States,Review,St. Louis,1,Journal,2-s2.0-36348988250
Pitzalis S.,,Wide-field retinotopy defines human cortical visual area V6,2006,Journal of Neuroscience,190,10.1523/JNEUROSCI.0178-06.2006,Italy,Article,Rome,1,Journal,2-s2.0-33747062754
Tsao D.,,A cortical region consisting entirely of face-selective cells,2006,Science,673,10.1126/science.1119983,Germany;United States,Article,Bremen;Boston,0,Journal,2-s2.0-31944437943
Van Essen D.,,"A Population-Average, Landmark- and Surface-based (PALS) atlas of human cerebral cortex",2005,NeuroImage,876,10.1016/j.neuroimage.2005.06.058,United States,Article,St. Louis,0,Journal,2-s2.0-27344452992
Kaas J.,,The future of mapping sensory cortex in primates: Three of many remaining issues,2005,Philosophical Transactions of the Royal Society B: Biological Sciences,33,10.1098/rstb.2005.1624,United States,Review,Nashville,0,Journal,2-s2.0-21244432004
Saad Z.,,SUMA: An interface for surface-based intra- and inter-subject analysis with AFNI,2004,2004 2nd IEEE International Symposium on Biomedical Imaging: Macro to Nano,137,,United States,Conference Paper,Bethesda,0,Conference Proceeding,2-s2.0-8544223053
Van Essen D.,,Surface-based approaches to spatial localization and registration in primate cerebral cortex,2004,NeuroImage,143,10.1016/j.neuroimage.2004.07.024,United States,Conference Paper,St. Louis,0,Journal,2-s2.0-7044220816
Orban G.,,Comparative mapping of higher visual areas in monkeys and humans,2004,Trends in Cognitive Sciences,384,10.1016/j.tics.2004.05.009,Belgium,Review,Leuven,0,Journal,2-s2.0-3042698238
Glaunès J.,,Landmark Matching via Large Deformation Diffeomorphisms on the Sphere,2004,Journal of Mathematical Imaging and Vision,80,10.1023/B:JMIV.0000011326.88682.e5,France,Conference Paper,Villetaneuse,0,Journal,2-s2.0-1242329805
Van Essen D.,,Windows on the brain: The emerging role of atlases and databases in neuroscience,2002,Current Opinion in Neurobiology,199,10.1016/S0959-4388(02)00361-6,United States,Review,St. Louis,0,Journal,2-s2.0-0036803021
Lyon D.,,"Connectional evidence for dorsal and ventral V3, and other extrastriate areas in the prosimian primate, Galago garnetti",2002,"Brain, Behavior and Evolution",38,10.1159/000064159,United States,Article,Nashville,0,Journal,2-s2.0-0036067801
Van Essen D.,,"Surface-based atlases of cerebellar cortex in the human, macaque, and mouse",2002,Annals of the New York Academy of Sciences,45,10.1111/j.1749-6632.2002.tb07588.x,United States,Conference Paper,St. Louis,0,Book Series,2-s2.0-0036962612
Van Essen D.C.,,Mapping visual cortex in monkeys and humans using surface-based atlases,2001,Vision Research,340,10.1016/S0042-6989(01)00045-1,United States,Article,St. Louis,1,Journal,2-s2.0-0035059945
Black K.J.,,Template images for nonhuman primate neuroimaging: 2. Macaque,2001,NeuroImage,49,10.1006/nimg.2001.0871,United States;United States,Article,St. Louis;St. Louis,0,Journal,2-s2.0-0034867626
Lewis J.,,"Mapping of architectonic subdivisions in the macaque monkey, with emphasis on parieto-occipital cortex",2000,Journal of Comparative Neurology,302,10.1002/1096-9861(20001204)428:1<79::AID-CNE7>3.0.CO;2-Q,United States;United States,Article,Pasadena;Milwaukee,0,Journal,2-s2.0-0034606564
Ferry A.,,Prefrontal cortical projections to the striatum in macaque monkeys: Evidence for an organization related to prefrontal networks,2000,Journal of Comparative Neurology,260,10.1002/1096-9861(20000925)425:3<447::AID-CNE9>3.0.CO;2-V,United States,Article,St. Louis,0,Journal,2-s2.0-0034715313
Fischl B.,,High-resolution intersubject averaging and a coordinate system for the cortical surface,1999,Human Brain Mapping,1936,10.1002/(SICI)1097-0193(1999)8:4<272::AID-HBM10>3.0.CO;2-4,United States,Article,Boston,0,Journal,2-s2.0-0032741345
Galletti C.,,The cortical visual area V6: Brain location and visual topography,1999,European Journal of Neuroscience,167,10.1046/j.1460-9568.1999.00817.x,Italy,Article,Bologna,0,Journal,2-s2.0-0032720265
Van Essen D.C.,,Functional and structural mapping of human cerebral cortex: Solutions are in the surfaces,1998,Proceedings of the National Academy of Sciences of the United States of America,268,10.1073/pnas.95.3.788,United States,Article,St. Louis,1,Journal,2-s2.0-0032477718
Van Essen D.C.,,Structural and functional analyses of human cerebral cortex using a surface-based atlas,1997,Journal of Neuroscience,344,10.1523/jneurosci.17-18-07079.1997,United States,Article,St. Louis,1,Journal,2-s2.0-0030824004
Carmichael S.T.,,Connectional networks within the orbital and medial prefrontal cortex of macaque monkeys,1996,Journal of Comparative Neurology,479,10.1002/(sici)1096-9861(19960722)371:2<179::aid-cne1>3.0.co;2-%23,United States,Article,St. Louis,0,Journal,2-s2.0-0029761634
Drury H.A.,,Computerized mappings of the cerebral cortex: A multiresolution flattening method and a surface-based coordinate system,1996,Journal of Cognitive Neuroscience,187,10.1162/jocn.1996.8.1.1,United States,Article,St. Louis,0,Journal,2-s2.0-0030066206
Carmichael S.,,Architectonic subdivision of the orbital and medial prefrontal cortex in the macaque monkey,1994,Journal of Comparative Neurology,501,10.1002/cne.903460305,United States,Article,St. Louis,0,Journal,2-s2.0-0027933269
Preuss T.,,Architectonics of the parietal and temporal association cortex in the strepsirhine primate Galago compared to the anthropoid primate Macaca,1991,Journal of Comparative Neurology,136,10.1002/cne.903100403,United States;United States;United States,Article,New Haven;New Haven;Nashville,0,Journal,2-s2.0-0025826395
Felleman D.,,Distributed hierarchical processing in the primate cerebral cortex,1991,Cerebral Cortex,4855,10.1093/cercor/1.1.1,United States,Article,Houston,0,Journal,2-s2.0-0025718412
Maunsell J.,,Topographic organization of the middle temporal visual area in the macaque monkey: Representational biases and the relationship to callosal connections and myeloarchitectonic boundaries,1987,Journal of Comparative Neurology,235,10.1002/cne.902660407,United States;United States,Article,Pasadena;Rochester,0,Journal,2-s2.0-0023501883
Baylis G.C.,,Functional subdivisions of the temporal lobe neocortex,1987,Journal of Neuroscience,336,10.1523/jneurosci.07-02-00330.1987,United Kingdom,Article,Oxford,1,Journal,2-s2.0-0023100431
Seltzer B.,,Posterior parietal projections to the intraparietal sulcus of the rhesus monkey,1986,Experimental Brain Research,82,10.1007/BF00236024,United States;United States,Article,;Boston,0,Journal,2-s2.0-0022519378
Ungerleider L.,,Cortical connections of visual area MT in the macaque,1986,Journal of Comparative Neurology,571,10.1002/cne.902480204,United States,Article,Bethesda,0,Journal,2-s2.0-0022535595
