Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Hsieh S.I.,,"The proteome of copper, iron, zinc, and manganese micronutrient deficiency in Chlamydomonas reinhardtii",2013,Molecular and Cellular Proteomics,52,10.1074/mcp.M112.021840,United States,Article,Los Angeles,1,Journal,2-s2.0-84871873478
Blaby-Haas C.,,The ins and outs of algal metal transport,2012,Biochimica et Biophysica Acta - Molecular Cell Research,80,10.1016/j.bbamcr.2012.04.010,United States,Review,Los Angeles,1,Journal,2-s2.0-84864315900
Sinclair S.,,The zinc homeostasis network of land plants,2012,Biochimica et Biophysica Acta - Molecular Cell Research,219,10.1016/j.bbamcr.2012.05.016,Germany,Review,Bochum,1,Journal,2-s2.0-84864309066
Sinetova M.,,Identification and functional role of the carbonic anhydrase Cah3 in thylakoid membranes of pyrenoid of Chlamydomonas reinhardtii,2012,Biochimica et Biophysica Acta - Bioenergetics,35,10.1016/j.bbabio.2012.02.014,Russian Federation,Conference Paper,Moscow,1,Journal,2-s2.0-84862180540
Dudley Page M.,,Fe sparing and Fe recycling contribute to increased superoxide dismutase capacity in iron-starved Chlamydomonas reinhardtii,2012,Plant Cell,33,10.1105/tpc.112.098962,United States,Article,Los Angeles,1,Journal,2-s2.0-84864451609
Fang W.,,Transcriptome-wide changes in Chlamydomonas reinhardtii gene expression regulated by carbon dioxide and the CO<inf>2</inf>-concentrating mechanism regulator CIA5/CCM1,2012,Plant Cell,96,10.1105/tpc.112.097949,United States,Article,Ames,1,Journal,2-s2.0-84863104468
Bernal M.,,Transcriptome sequencing identifies SPL7-regulated copper acquisition genes FRO4/FRO5 and the copper dependence of iron homeostasis in Arabidopsis,2012,Plant Cell,148,10.1105/tpc.111.090431,Spain;Germany,Article,Zaragoza;Bochum,1,Journal,2-s2.0-84859039846
Podar D.,,Metal selectivity determinants in a family of transition metal transporters,2012,Journal of Biological Chemistry,61,10.1074/jbc.M111.305649,Romania;United Kingdom,Article,Cluj Napoca;York,1,Journal,2-s2.0-84856292643
Roh H.C.,,Lysosome-related organelles in intestinal cells are a zinc storage site in C. elegans,2012,Cell Metabolism,72,10.1016/j.cmet.2011.12.003,United States,Article,St. Louis,1,Journal,2-s2.0-84855471897
Merchant S.,,Elemental Economy. Microbial Strategies for Optimizing Growth in the Face of Nutrient Limitation,2012,Advances in Microbial Physiology,88,10.1016/B978-0-12-398264-3.00002-4,United States,Chapter,Los Angeles,0,Book Series,2-s2.0-84861422813
Toepel J.,,Construction and evaluation of a whole genome microarray of Chlamydomonas reinhardtii,2011,BMC Genomics,20,10.1186/1471-2164-12-579,Germany,Article,Bielefeld,1,Journal,2-s2.0-82055171840
Ehrensberger K.,,Hammering out details: Regulating metal levels in eukaryotes,2011,Trends in Biochemical Sciences,36,10.1016/j.tibs.2011.07.002,United States,Review,Columbus,0,Journal,2-s2.0-80053303115
Wang Y.,,Carbon dioxide concentrating mechanism in Chlamydomonas reinhardtii: Inorganic carbon transport and CO<inf>2</inf> recapture,2011,Photosynthesis Research,82,10.1007/s11120-011-9643-3,United States,Conference Paper,Ames,0,Journal,2-s2.0-84863012064
Moroney J.,,"The carbonic anhydrase isoforms of Chlamydomonas reinhardtii: Intracellular location, expression, and physiological roles",2011,Photosynthesis Research,116,10.1007/s11120-011-9635-3,United States,Conference Paper,Baton Rouge,0,Journal,2-s2.0-84856963799
Kropat J.,,A revised mineral nutrient supplement increases biomass and growth rate in Chlamydomonas reinhardtii,2011,Plant Journal,131,10.1111/j.1365-313X.2011.04537.x,United States,Article,Los Angeles,0,Journal,2-s2.0-79957616145
Castruita M.,,Systems biology approach in Chlamydomonas reveals connections between copper nutrition and multiple metabolic steps,2011,Plant Cell,128,10.1105/tpc.111.084400,United States,Article,Los Angeles,1,Journal,2-s2.0-79957609529
Ballestín R.,,Ethanol reduces zincosome formation in cultured astrocytes,2011,Alcohol and Alcoholism,7,10.1093/alcalc/agq079,Spain,Article,Valencia,1,Journal,2-s2.0-78650326832
Sommer F.,,The CRR1 nutritional copper sensor in chlamydomonas contains two distinct metal-responsive domains,2010,Plant Cell,56,10.1105/tpc.110.080069,Germany;United States,Article,Potsdam;Los Angeles,1,Journal,2-s2.0-79551650614
Anders S.,,Differential expression analysis for sequence count data,2010,Genome Biology,7661,10.1186/gb-2010-11-10-r106,Germany,Article,Heidelberg,1,Journal,2-s2.0-77958471357
Bailleul B.,,Electrochromism: A useful probe to study algal photosynthesis,2010,Photosynthesis Research,97,10.1007/s11120-010-9579-z,France;France,Review,Paris;Paris,0,Journal,2-s2.0-78650247066
Haas C.,,A subset of the diverse COG0523 family of putative metal chaperones is linked to zinc homeostasis in all kingdoms of life,2009,BMC Genomics,86,10.1186/1471-2164-10-470,United States,Article,Gainesville,1,Journal,2-s2.0-70449732603
Davis D.E.,,The cation diffusion facilitator gene cdf-2 mediates zinc metabolism in Caenorhabditis elegans,2009,Genetics,33,10.1534/genetics.109.103614,United States,Article,St. Louis,1,Journal,2-s2.0-70350168810
Eide D.,,Homeostatic and adaptive responses to zinc deficiency in saccharomyces cerevisiae,2009,Journal of Biological Chemistry,91,10.1074/jbc.R900014200,United States,Article,Madison,1,Journal,2-s2.0-67650550797
Langmead B.,,Ultrafast and memory-efficient alignment of short DNA sequences to the human genome,2009,Genome Biology,11945,10.1186/gb-2009-10-3-r25,United States,Article,College Park,1,Journal,2-s2.0-62349130698
Page M.,,Two Chlamydomonas CTR copper transporters with a novel cys-met motif are localized to the plasma membrane and function in copper assimilation,2009,Plant Cell,65,10.1105/tpc.108.064907,United States,Article,Los Angeles,1,Journal,2-s2.0-66449102468
Kambe T.,,Novel proteolytic processing of the ectodomain of the zinc transporter ZIP4 (SLC39A4) during zinc deficiency is inhibited by acrodermatitis enteropathica mutations,2009,Molecular and Cellular Biology,83,10.1128/MCB.00963-08,Japan;United States,Article,Kyoto;Kansas City,1,Journal,2-s2.0-58149460415
Yamasaki H.,,SQUAMOSA promoter binding protein-like7 is a central regulator for copper homeostasis in Arabidopsis,2009,Plant Cell,285,10.1105/tpc.108.060137,Japan,Article,Fukuoka,1,Journal,2-s2.0-62549146646
Ryu M.,,"Zinc transporters ZnT1 (Slc30a1), Zip8 (Slc39a8), and Zip10 (Slc39a10) in mouse red blood cells are differentially regulated during erythroid development and by dietary zinc deficiency",2008,Journal of Nutrition,54,10.3945/jn.108.093575,United States,Article,Gainesville,1,Journal,2-s2.0-55949095393
Mortazavi A.,,Mapping and quantifying mammalian transcriptomes by RNA-Seq,2008,Nature Methods,8281,10.1038/nmeth.1226,United States,Article,Pasadena,0,Journal,2-s2.0-46249106990
Ynalvez R.,,Identification and characterization of two closely related β-carbonic anhydrases from Chlamydomonas reinhardtii,2008,Physiologia Plantarum,34,10.1111/j.1399-3054.2007.01043.x,United States;United States,Conference Paper,Laredo;Baton Rouge,0,Journal,2-s2.0-42049099097
Yamano T.,,Expression analysis of genes associated with the induction of the carbon-concentrating mechanism in Chlamydomonas reinhardtii,2008,Plant Physiology,70,10.1104/pp.107.114652,Japan,Article,Kyoto,1,Journal,2-s2.0-50649121918
Dainty S.J.,,Response of Schizosaccharomyces pombe to zinc deficiency,2008,Eukaryotic Cell,30,10.1128/EC.00408-07,United Kingdom,Article,Newcastle,1,Journal,2-s2.0-40949095571
Allen M.,,"FEA1, FEA2, and FRE1, encoding two homologous secreted proteins and a candidate ferrireductase, are expressed coordinately with FOX1 and FTR1 in iron-deficient Chlamydomonas reinhardtii",2007,Eukaryotic Cell,76,10.1128/EC.00205-07,United States,Article,Los Angeles,1,Journal,2-s2.0-35348925016
Simm C.,,Saccharomyces cerevisiae vacuole in zinc storage and intracellular zinc distribution,2007,Eukaryotic Cell,63,10.1128/EC.00077-07,United States;United States,Article,Madison;Evanston,1,Journal,2-s2.0-34447578952
Roberts K.,,Carbon acquisition by diatoms,2007,Photosynthesis Research,90,10.1007/s11120-007-9172-2,United Kingdom,Review,Dundee,0,Journal,2-s2.0-34548178324
Allen M.D.,,"Manganese deficiency in chlamydomonas results in loss of photosystem II and MnSOD function, sensitivity to peroxides, and secondary phosphorus and iron deficiency",2007,Plant Physiology,107,10.1104/pp.106.088609,United States,Article,Los Angeles,1,Journal,2-s2.0-33846347693
Andreini C.,,Zinc through the three domains of life,2006,Journal of Proteome Research,329,10.1021/pr0603699,,Article,,0,Journal,2-s2.0-33750998488
Merchant S.,,Between a rock and a hard place: Trace element nutrition in Chlamydomonas,2006,Biochimica et Biophysica Acta - Molecular Cell Research,158,10.1016/j.bbamcr.2006.04.007,United States,Review,Los Angeles,1,Journal,2-s2.0-33746930863
Eide D.,,Zinc transporters and the cellular trafficking of zinc,2006,Biochimica et Biophysica Acta - Molecular Cell Research,551,10.1016/j.bbamcr.2006.03.005,United States,Review,Madison,1,Journal,2-s2.0-33746929895
Kropat J.,,A regulator of nutritional copper signaling in Chlamydomonas is an SBP domain protein that recognizes the GTAC core of copper response element,2005,Proceedings of the National Academy of Sciences of the United States of America,194,10.1073/pnas.0507693102,United States,Article,Los Angeles,1,Journal,2-s2.0-29444433851
Hanikenne M.,,A comparative inventory of metal transporters in the green alga Chlamydomonas reinhardtii and the red alga Cyanidioschizon merolae,2005,Plant Physiology,104,10.1104/pp.104.054189,Germany,Review,Potsdam,1,Journal,2-s2.0-19044390017
