Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Chaudhuri K.,,Multi-view clustering via canonical correlation analysis,2009,"Proceedings of the 26th International Conference On Machine Learning, ICML 2009",295,,United States,Conference Paper,San Diego,0,Conference Proceeding,2-s2.0-71149099083
Tang W.,,Clustering with multiple graphs,2009,"Proceedings - IEEE International Conference on Data Mining, ICDM",171,10.1109/ICDM.2009.125,United States,Conference Paper,Austin,0,Conference Proceeding,2-s2.0-77951203344
Cortes C.,,Learning non-linear combinations of kernels,2009,Advances in Neural Information Processing Systems 22 - Proceedings of the 2009 Conference,188,,United States,Conference Paper,Mountain View,0,Conference Proceeding,2-s2.0-84858743760
Amini M.R.,,Learning from multiple partially observed views - An application to multilingual text categorization,2009,Advances in Neural Information Processing Systems 22 - Proceedings of the 2009 Conference,188,,Canada,Conference Paper,"Ottawa ON,",0,Conference Proceeding,2-s2.0-80052204125
Blaschko M.,,Correlational spectral clustering,2008,"26th IEEE Conference on Computer Vision and Pattern Recognition, CVPR",147,10.1109/CVPR.2008.4587353,Germany,Conference Paper,Tubingen,0,Conference Proceeding,2-s2.0-51949086515
Von Luxburg U.,,Consistency of spectral clustering,2008,Annals of Statistics,224,10.1214/009053607000000640,Germany,Article,Tubingen,1,Journal,2-s2.0-51049104834
Liberty E.,,Randomized algorithms for the low-rank approximation of matrices,2007,Proceedings of the National Academy of Sciences of the United States of America,276,10.1073/pnas.0709640104,United States,Article,New Haven,1,Journal,2-s2.0-38049173092
Von Luxburg U.,,A tutorial on spectral clustering,2007,Statistics and Computing,4565,10.1007/s11222-007-9033-z,Germany,Article,Tubingen,0,Journal,2-s2.0-34548583274
Zhou D.,,Spectral clustering and transductive learning with multiple views,2007,ACM International Conference Proceeding Series,272,10.1145/1273496.1273642,United States,Conference Paper,Redmond,0,Conference Proceeding,2-s2.0-34547970997
Bickel S.,,Multi-view clustering,2004,"Proceedings - Fourth IEEE International Conference on Data Mining, ICDM 2004",424,10.1109/ICDM.2004.10095,Germany,Conference Paper,Berlin,0,Conference Proceeding,2-s2.0-19544371182
Blei D.M.,,Latent Dirichlet allocation,2003,Journal of Machine Learning Research,18542,,United States,Article,Berkeley,0,Journal,2-s2.0-0141607824
Strehl A.,,Cluster ensembles - A knowledge reuse framework for combining multiple partitions,2003,Journal of Machine Learning Research,2803,10.1162/153244303321897735,United States,Conference Paper,Austin,0,Journal,2-s2.0-0041965980
Ng A.Y.,,On spectral clustering: Analysis and an algorithm,2002,Advances in Neural Information Processing Systems,2978,,United States,Conference Paper,Berkeley,0,Conference Proceeding,2-s2.0-84899013108
Shi J.,,Normalized cuts and image segmentation,2000,IEEE Transactions on Pattern Analysis and Machine Intelligence,9925,10.1109/34.868688,United States,Article,Pittsburgh,0,Journal,2-s2.0-0034244751
Hofmann T.,,Probabilistic latent semantic indexing,1999,"Proceedings of the 22nd Annual International ACM SIGIR Conference on Research and Development in Information Retrieval, SIGIR 1999",3375,10.1145/312624.312649,United States;United States,Conference Paper,Berkeley;Berkeley,0,Conference Proceeding,2-s2.0-85026972772
Blum A.,,Combining labeled and unlabeled data with co-training,1998,Proceedings of the Annual ACM Conference on Computational Learning Theory,3259,10.1145/279943.279962,United States,Conference Paper,Pittsburgh,0,Conference Proceeding,2-s2.0-0031620208
Hubert L.,,Comparing partitions,1985,Journal of Classification,3864,10.1007/BF01908075,United States,Article,Santa Barbara,0,Journal,2-s2.0-0000008146
