Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Chen M.,,Automatic feature decomposition for single view co-training,2011,"Proceedings of the 28th International Conference on Machine Learning, ICML 2011",54,,United States,Conference Paper,St. Louis,0,Conference Proceeding,2-s2.0-80053456516
Glorot X.,,Domain adaptation for large-scale sentiment classification: A deep learning approach,2011,"Proceedings of the 28th International Conference on Machine Learning, ICML 2011",909,,Canada,Conference Paper,Montreal,0,Conference Proceeding,2-s2.0-80053443013
Daumé H.,,Co-regularization based semi-supervised domain adaptation,2010,"Advances in Neural Information Processing Systems 23: 24th Annual Conference on Neural Information Processing Systems 2010, NIPS 2010",89,,United States,Conference Paper,College Park,0,Conference Proceeding,2-s2.0-84860648432
Parameswaran S.,,Large margin multi-task metric learning,2010,"Advances in Neural Information Processing Systems 23: 24th Annual Conference on Neural Information Processing Systems 2010, NIPS 2010",177,,United States,Conference Paper,San Diego,0,Conference Proceeding,2-s2.0-84860602139
Chapelle O.,,Multi-task learning for boosting with application to web search ranking,2010,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,70,10.1145/1835804.1835953,United States,Conference Paper,Sunnyvale,0,Conference Proceeding,2-s2.0-77956199737
Weinberger K.,,Feature hashing for large scale multitask learning,2009,"Proceedings of the 26th International Conference On Machine Learning, ICML 2009",302,,United States,Conference Paper,Sunnyvale,0,Conference Proceeding,2-s2.0-71149087699
Mansour Y.,,Domain adaptation with multiple sources,2009,Advances in Neural Information Processing Systems 21 - Proceedings of the 2008 Conference,179,,Israel,Conference Paper,Tel Aviv-Yafo,0,Conference Proceeding,2-s2.0-70049090062
Xue G.,,Topic-bridged PLSA for cross-domain text classification,2008,"ACM SIGIR 2008 - 31st Annual International ACM SIGIR Conference on Research and Development in Information Retrieval, Proceedings",168,10.1145/1390334.1390441,China,Conference Paper,Shanghai,0,Conference Proceeding,2-s2.0-57349129298
Liu Q.,,Evigan: A hidden variable model for integrating gene evidence for eukaryotic gene prediction,2008,Bioinformatics,36,10.1093/bioinformatics/btn004,United States,Article,Philadelphia,1,Journal,2-s2.0-40049107811
Jiang J.,,Instance weighting for domain adaptation in NLP,2007,ACL 2007 - Proceedings of the 45th Annual Meeting of the Association for Computational Linguistics,414,,United States,Conference Paper,Urbana,0,Conference Proceeding,2-s2.0-84860538689
Huang J.,,Correcting sample selection bias by unlabeled data,2007,Advances in Neural Information Processing Systems,657,,Canada,Conference Paper,Waterloo,0,Conference Proceeding,2-s2.0-84864031047
Daumé H.,,Frustratingly easy domain adaptation,2007,ACL 2007 - Proceedings of the 45th Annual Meeting of the Association for Computational Linguistics,737,,United States,Conference Paper,Salt Lake City,0,Conference Proceeding,2-s2.0-84860513476
Blitzer J.,,"Biographies, bollywood, boom-boxes and blenders: Domain adaptation for sentiment classification",2007,ACL 2007 - Proceedings of the 45th Annual Meeting of the Association for Computational Linguistics,1106,,United States,Conference Paper,Philadelphia,0,Conference Proceeding,2-s2.0-84860524227
McClosky D.,,Reranking and self-training for parser adaptation,2006,"COLING/ACL 2006 - 21st International Conference on Computational Linguistics and 44th Annual Meeting of the Association for Computational Linguistics, Proceedings of the Conference",123,10.3115/1220175.1220218,United States,Conference Paper,Providence,1,Conference Proceeding,2-s2.0-80053260732
Blitzer J.,,Domain adaptation with structural correspondence learning,2006,"COLING/ACL 2006 - EMNLP 2006: 2006 Conference on Empirical Methods in Natural Language Processing, Proceedings of the Conference",844,10.3115/1610075.1610094,United States,Conference Paper,Philadelphia,1,Conference Proceeding,2-s2.0-80053342456
Ando R.,,A framework for learning predictive structures from multiple tasks and unlabeled data,2005,Journal of Machine Learning Research,799,,United States,Article,Yorktown Heights,0,Journal,2-s2.0-27844439373
Evgeniou T.,,Learning multiple tasks with kernel methods,2005,Journal of Machine Learning Research,546,,France,Article,Fontainebleau,0,Journal,2-s2.0-21844456299
Blum A.,,Combining labeled and unlabeled data with co-training,1998,Proceedings of the Annual ACM Conference on Computational Learning Theory,3259,10.1145/279943.279962,United States,Conference Paper,Pittsburgh,0,Conference Proceeding,2-s2.0-0031620208
Caruana R.,,Multitask Learning,1997,Machine Learning,2308,10.1023/A:1007379606734,United States,Article,Pittsburgh,1,Journal,2-s2.0-0031189914
Salton G.,,Term-weighting approaches in automatic text retrieval,1988,Information Processing and Management,5099,10.1016/0306-4573(88)90021-0,United States,Article,Ithaca,0,Journal,2-s2.0-45549117987
