Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Glass A.D.M.,,The regulation of nitrate and ammonium transport systems in plants,2002,Journal of Experimental Botany,301,10.1093/jexbot/53.370.855,Canada,Conference Paper,Vancouver,1,Journal,2-s2.0-0036010130
Stitt M.,,Steps towards an integrated view of nitrogen metabolism,2002,Journal of Experimental Botany,449,10.1093/jexbot/53.370.959,Germany,Conference Paper,Potsdam,1,Journal,2-s2.0-0036010142
Tischner R.,,The chloroplastic glutamine synthetase (GS-2) of tobacco is phosphorylated and associated with 14-3-3 proteins inside the chloroplast,2001,Planta,48,10.1007/s004250000509,Germany;Denmark,Article,Gottingen;Copenhagen,0,Journal,2-s2.0-0034918251
Ortega J.L.,,Constitutive overexpression of cytosolic glutamine synthetase (GS<inf>1</inf>) gene in transgenic alfalfa demonstrates that GS<inf>1</inf> may be regulated at the level of RNA stability and protein turnover,2001,Plant Physiology,75,10.1104/pp.126.1.109,United States,Article,Las Cruces,1,Journal,2-s2.0-0034975335
Hirel B.,,Towards a better understanding of the genetic and physiological basis for nitrogen use efficiency in maize,2001,Plant Physiology,340,10.1104/pp.125.3.1258,France,Article,Versailles,1,Journal,2-s2.0-0035103022
Avila C.,,Spatial and temporal expression of two cytosolic glutamine synthetase genes in Scots pine: Functional implications on nitrogen metabolism during early stages of conifer development,2001,Plant Journal,47,10.1046/j.1365-313X.2001.00938.x,Spain,Article,Malaga,0,Journal,2-s2.0-0035124950
Oliveira I.,,Metabolite and light regulation of metabolism in plants: Lessons from the study of a single biochemical pathway,2001,Brazilian Journal of Medical and Biological Research,43,10.1590/S0100-879X2001000500003,United States;United States,Article,New York;Wilmington,1,Journal,2-s2.0-0035349791
Aubert S.,,Contribution of glutamate dehydrogenase to mitochondrial glutamate metabolism studied by <sup>13</sup>C and <sup>31</sup>P nuclear magnetic resonance,2001,Journal of Experimental Botany,94,10.1093/jxb/52.354.37,France,Article,Grenoble,1,Journal,2-s2.0-0035097856
Obara M.,,Mapping of QTLs associated with cytosolic glutamine synthetase and NADH-glutamate synthase in rice (Oryza sativa L.),2001,Journal of Experimental Botany,108,10.1093/jxb/52.359.1209,Japan,Article,Sendai,1,Journal,2-s2.0-0034945898
Habash D.,,The role of cytosolic glutamine synthetase in wheat,2001,Annals of Applied Biology,118,10.1111/j.1744-7348.2001.tb00087.x,United Kingdom,Conference Paper,Harpenden,0,Journal,2-s2.0-0034937078
Tobin A.K.,,Cellular compartmentation of ammonium assimilation in rice and barley,2001,Journal of Experimental Botany,139,10.1093/jxb/52.356.591,United Kingdom,Conference Paper,St Andrews,1,Journal,2-s2.0-0034976820
Masclaux C.,,The challenge of remobilisation in plant nitrogen economy. A survey of physio-agronomic and molecular approaches,2001,Annals of Applied Biology,138,10.1111/j.1744-7348.2001.tb00086.x,France,Conference Paper,Versailles,0,Journal,2-s2.0-0034937076
Finnemann J.,,Post-translational regulation of cytosolic glutamine synthetase by reversible phosphorylation and 14-3-3 protein interaction,2000,Plant Journal,106,10.1046/j.1365-313X.2000.00863.x,Denmark,Article,Copenhagen,0,Journal,2-s2.0-0033763413
Harrison J.,,Manipulating the pathway of ammonia assimilation through genetic engineering and breeding: Consequences to plant physiology and plant development,2000,Plant and Soil,39,10.1023/A:1004715720043,France,Article,Versailles,0,Journal,2-s2.0-0342647484
Brechlin P.,,Cytosolic and chloroplastic glutamine synthetase of sugarbeet (Beta vulgaris) respond differently to organ ontogeny and nitrogen source,2000,Physiologia Plantarum,7,10.1034/j.1399-3054.2000.108003263.x,Germany,Article,Gottingen,0,Journal,2-s2.0-0034026040
Brugière N.,,Immunolocalization of glutamine synthetase in senescing tobacco (Nicotiana tabacum L.) leaves suggests that ammonia assimilation is progressively shifted to the mesophyll cytosol,2000,Planta,75,10.1007/s004250000309,France,Article,Versailles,0,Journal,2-s2.0-0033804517
Ameziane R.,,Expression of the bacterial gdhA gene encoding a NADPH glutamate dehydrogenase in tobacco affects plant growth and development,2000,Plant and Soil,81,10.1023/A:1004794000267,United States,Article,Carbondale,0,Journal,2-s2.0-0033877037
Gallardo F.,,Expression of a conifer glutamine synthetase gene in transgenic poplar,1999,Planta,109,10.1007/s004250050649,Spain;United States,Article,Malaga;Newark,0,Journal,2-s2.0-0033453241
Moorhead G.,,Phosphorylation-dependent interactions between enzymes of plant metabolism and 14-3-3 proteins,1999,Plant Journal,217,10.1046/j.1365-313X.1999.00417.x,United Kingdom,Article,Dundee,1,Journal,2-s2.0-0033119238
Hsieh M.,,A PII-like protein in Arabidopsis: Putative role in nitrogen sensing,1998,Proceedings of the National Academy of Sciences of the United States of America,186,10.1073/pnas.95.23.13965,United States,Article,New York,1,Journal,2-s2.0-0032506028
Halford N.,,SNF1-related protein kinases: Global regulators of carbon metabolism in plants?,1998,Plant Molecular Biology,276,10.1023/A:1006024231305,United Kingdom,Short Survey,Bristol,0,Journal,2-s2.0-0032127148
Rastogi R.,,The maize glutamine synthetase GS<inf>1-2</inf> gene is preferentially expressed in kernel pedicels and is developmentally-regulated,1998,Plant and Cell Physiology,20,10.1093/oxfordjournals.pcp.a029388,United States,Article,Peoria,1,Journal,2-s2.0-0032054273
Tanksley S.,,Seed banks and molecular maps: Unlocking genetic potential from the wild,1997,Science,1438,10.1126/science.277.5329.1063,United States,Article,Ithaca,0,Journal,2-s2.0-0030880972
Vincent R.,,Overexpression of a soybean gene encoding cytosolic glutamine synthetase in shoots of transgenic Lotus corniculatus L. plants triggers changes in ammonium assimilation and plant development,1997,Planta,105,10.1007/s004250050085,France,Article,Versailles,0,Journal,2-s2.0-0030982778
Melo-Oliveira R.,,Arabidopsis mutant analysis and gene regulation define a nonredundant role for glutamate dehydrogenase in nitrogen assimilation,1996,Proceedings of the National Academy of Sciences of the United States of America,178,10.1073/pnas.93.10.4718,United States,Article,New York,1,Journal,2-s2.0-0030029406
Oaks A.,,Evidence for deamination by glutamate dehydrogenase in higher plants: Reply,1995,Canadian Journal of Botany,31,10.1139/b95-121,Canada,Article,Guelph,0,Journal,2-s2.0-0028847643
Fox G.,,Evidence for deamination by glutamate dehydrogenase in higher plants: Commentary,1995,Canadian Journal of Botany,35,10.1139/b95-120,United Kingdom,Article,Oxford,0,Journal,2-s2.0-0028893677
Stewart G.,,Evidence that glutamate dehydrogenase plays a role in the oxidative deamination of glutamate in seedlings of Zea mays,1995,Australian Journal of Plant Physiology,55,10.1071/PP9950805,Australia,Article,Brisbane,0,Journal,2-s2.0-0028890906
Oaks A.,,Primary nitrogen assimilation in higher plants and its regulation,1994,Canadian Journal of Botany,145,10.1139/b94-094,Canada,Review,Guelph,0,Journal,2-s2.0-0028140639
Li M.g.,,Differential expression of six glutamine synthetase genes in Zea mays,1993,Plant Molecular Biology,110,10.1007/BF00029015,United States,Article,Minneapolis,0,Journal,2-s2.0-0027673046
Marsolier M.‐.,,Multiple functions of promoter sequences involved in organ‐specific expression and ammonia regulation of a cytosolic soybean glutamine synthetase gene in transgenic Lotus corniculatus,1993,The Plant Journal,28,10.1046/j.1365-313X.1993.t01-23-00999.x,France,Review,Versailles,1,Journal,2-s2.0-0001711094
Peterman T.,,"The glutamine synthetase gene family of Arabidopsis thaliana light-regulation and differential expression in leaves, roots and seeds",1991,MGG Molecular &amp; General Genetics,128,10.1007/BF00290662,United States,Article,Boston,0,Journal,2-s2.0-0026005555
Cock J.,,Regulation of glutamine synthetase genes in leaves of Phaseolus vulgaris,1991,Plant Molecular Biology,52,10.1007/BF00037059,United Kingdom,Article,Coventry,0,Journal,2-s2.0-0026245211
Edwards J.,,Cell-specific expression in transgenic plants reveals nonoverlapping roles for chloroplast and cytosolic glutamine synthetase,1990,Proceedings of the National Academy of Sciences of the United States of America,170,10.1073/pnas.87.9.3459,United States,Article,New York,0,Journal,2-s2.0-0025303564
Magalhães J.R.,,Kinetics of <sup>15</sup>NH<inf>4</inf><sup>+</sup> assimilation in Zea mays: Preliminary studies with a glutamate dehydrogenase (GDH1) null mutant,1990,Plant Physiology,43,10.1104/pp.94.2.647,Brazil,Article,Brasilia,1,Journal,2-s2.0-0001293070
Tingey S.,,Chloroplast and cytosolic glutamine synthetase are encoded by homologous nuclear genes which are differentially expressed in vivo.,1988,The Journal of biological chemistry,132,,United States,Article,New York,0,Journal,2-s2.0-0024288152
Yamaya T.,,Synthesis of glutamate by mitochondria – An anaplerotic function for glutamate dehydrogenase,1987,Physiologia Plantarum,59,10.1111/j.1399-3054.1987.tb04334.x,Japan,Review,Okayama,0,Journal,2-s2.0-0001685934
Srivastava H.,,Role and regulation of L-glutamate dehydrogenase activity in higher plants,1987,Phytochemistry,212,10.1016/S0031-9422(00)84749-4,India,Article,Rohtak,0,Journal,2-s2.0-0001141677
Lara M.,,Appearance of a novel form of plant glutamine synthetase during nodule development in Phaseolus vulgaris L.,1983,Planta,65,10.1007/BF00405190,United Kingdom,Article,Harpenden,0,Journal,2-s2.0-0001620695
Somerville C.,,Genetic modification of photorespiration,1982,Trends in Biochemical Sciences,91,10.1016/0968-0004(82)90130-X,Canada,Review,Edmonton,0,Journal,2-s2.0-0000044510
Miflin B.,,Glutamine Metabolism in Higher Plants,1981,Current Topics in Cellular Regulation,29,10.1016/B978-0-12-152820-1.50005-5,United Kingdom,Chapter,Harpenden,0,Book Series,2-s2.0-0019760964
Keys A.,,Photorespiratory nitrogen cycle [16],1978,Nature,313,10.1038/275741a0,United Kingdom,Letter,Harpenden,0,Journal,2-s2.0-36849158148
Lea P.,,Alternative route for nitrogen assimilation in higher plants,1974,Nature,347,10.1038/251614a0,United Kingdom,Article,Harpenden,0,Journal,2-s2.0-0016313599
Tempest D.,,Synthesis of glutamate in Aerobacter aerogenes by a hitherto unknown route.,1970,The Biochemical journal,177,10.1042/bj1170405,,Article,,0,Journal,2-s2.0-0014774708
