Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Courville A.,,A spike and slab Restricted Boltzmann Machine,2011,Journal of Machine Learning Research,37,,Canada,Conference Paper,Montreal,0,Journal,2-s2.0-84862276319
Bertin-Mahieux T.,,The million song dataset,2011,"Proceedings of the 12th International Society for Music Information Retrieval Conference, ISMIR 2011",507,,United States,Conference Paper,New York,0,Conference Proceeding,2-s2.0-84873597375
Bergstra J.,,Scalable genre and tag prediction with spectral covariance,2010,"Proceedings of the 11th International Society for Music Information Retrieval Conference, ISMIR 2010",18,,Canada,Conference Paper,Montreal,0,Conference Proceeding,2-s2.0-84873599467
Chang K.,,Music genre classification via compressive sampling,2010,"Proceedings of the 11th International Society for Music Information Retrieval Conference, ISMIR 2010",43,,United Kingdom,Conference Paper,London,0,Conference Proceeding,2-s2.0-84873607146
Hamel P.,,Learning features from music audio with deep belief networks,2010,"Proceedings of the 11th International Society for Music Information Retrieval Conference, ISMIR 2010",153,,Canada,Conference Paper,Montreal,0,Conference Proceeding,2-s2.0-84873584268
Gregor K.,,Learning fast approximations of sparse coding,2010,"ICML 2010 - Proceedings, 27th International Conference on Machine Learning",451,,United States,Conference Paper,New York,0,Conference Proceeding,2-s2.0-77956515664
LeCun Y.,,Convolutional networks and applications in vision,2010,ISCAS 2010 - 2010 IEEE International Symposium on Circuits and Systems: Nano-Bio Circuit Fabrics and Systems,928,10.1109/ISCAS.2010.5537907,United States,Conference Paper,New York,0,Conference Proceeding,2-s2.0-77955998889
Schörkhuber C.,,Constant-Q transform toolbox for music processing,2010,"Proceedings of the 7th Sound and Music Computing Conference, SMC 2010",130,,Austria,Conference Paper,Graz,0,Conference Proceeding,2-s2.0-84905163906
Panagakis Y.,,Music genre classification using locality preserving non-negative tensor factorization and sparse representations,2009,"Proceedings of the 10th International Society for Music Information Retrieval Conference, ISMIR 2009",45,,Greece,Conference Paper,Thessaloniki,0,Conference Proceeding,2-s2.0-84873668627
Lee H.,,Unsupervised feature learning for audio classification using convolutional deep belief networks,2009,Advances in Neural Information Processing Systems 22 - Proceedings of the 2009 Conference,632,,United States,Conference Paper,Palo Alto,0,Conference Proceeding,2-s2.0-84863380535
Beck A.,,A fast iterative shrinkage-thresholding algorithm with application towavelet-based image deblurring,2009,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",75,,Israel,Conference Paper,Haifa,0,Conference Proceeding,2-s2.0-70349452064
Norouzi M.,,Stacks of convolutional restricted boltzmann machines for shift-invariant feature learning,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",139,10.1109/CVPRW.2009.5206577,Canada,Conference Paper,Burnaby,0,Conference Proceeding,2-s2.0-70450159350
Yang J.,,Linear spatial pyramid matching using sparse coding for image classification,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",2465,10.1109/CVPRW.2009.5206757,United States,Conference Paper,Urbana,0,Conference Proceeding,2-s2.0-70450209196
Manzagol P.,,On the use of sparse time-relative auditory codes for music,2008,ISMIR 2008 - 9th International Conference on Music Information Retrieval,16,,Canada,Conference Paper,Montreal,0,Conference Proceeding,2-s2.0-84873465396
Bergstra J.,,Aggregate features and ADABOOST for music classification,2006,Machine Learning,180,10.1007/s10994-006-9019-7,Canada,Article,Montreal,1,Journal,2-s2.0-33751531805
Smith E.C.,,Efficient auditory coding,2006,Nature,378,10.1038/nature04485,United States,Article,Pittsburgh,0,Journal,2-s2.0-33644513420
Daubechies I.,,An iterative thresholding algorithm for linear inverse problems with a sparsity constraint,2004,Communications on Pure and Applied Mathematics,2751,10.1002/cpa.20042,United States,Article,Princeton,0,Journal,2-s2.0-7044231546
Donoho D.,,Optimally sparse representation in general (nonorthogonal) dictionaries via ℓ<sup>1</sup> minimization,2003,Proceedings of the National Academy of Sciences of the United States of America,1903,10.1073/pnas.0437847100,United States,Article,Palo Alto,1,Journal,2-s2.0-0037418225
Li T.,,A Comparative Study on Content-Based Music Genre Classification,2003,SIGIR Forum (ACM Special Interest Group on Information Retrieval),273,10.1145/860484.860487,United States,Conference Paper,Rochester,0,Journal,2-s2.0-1542439119
Tzanetakis G.,,Musical genre classification of audio signals,2002,IEEE Transactions on Speech and Audio Processing,1601,10.1109/TSA.2002.800560,United States;United States,Article,Princeton;New York,0,Journal,2-s2.0-0036648502
Chen S.,,Atomic decomposition by basis pursuit,1998,SIAM Journal of Scientific Computing,4822,10.1137/S1064827596304010,United States,Article,Yorktown Heights,0,Journal,2-s2.0-0032131292
Olshausen B.,,Emergence of simple-cell receptive field properties by learning a sparse code for natural images,1996,Nature,3545,10.1038/381607a0,United States;United States,Article,Davis;Ithaca,0,Journal,2-s2.0-0029938380
Mallat S.,,Matching Pursuits With Time-Frequency Dictionaries,1993,IEEE Transactions on Signal Processing,6934,10.1109/78.258082,United States,Article,New York,0,Journal,2-s2.0-0027842081
