Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
McCauley S.,,Quantitation of photosystem II in spinach chloroplasts,1986,BBA - Bioenergetics,36,10.1016/0005-2728(86)90023-X,United States,Article,Berkeley,0,Journal,2-s2.0-0000478232
Melis A.,,Functional properties of Photosystem II<inf>β</inf> in spinach chloroplasts,1985,BBA - Bioenergetics,156,10.1016/0005-2728(85)90017-9,United States,Article,Berkeley,0,Journal,2-s2.0-0000341271
Ikeuchi M.,,Simple and discrete isolation of an O<inf>2</inf>-evolving PS II reaction center complex retaining Mn and the extrinsic 33 kDa protein,1985,FEBS Letters,102,10.1016/0014-5793(85)80930-3,Japan,Article,Wako,1,Journal,2-s2.0-0021794005
Terashima I.,,Vertical gradient in photosynthetic properties of spinach chloroplast dependent on intra-leaf light environment,1985,Plant and Cell Physiology,93,10.1093/oxfordjournals.pcp.a076971,Japan,Article,Tokyo,0,Journal,2-s2.0-0000275213
Ghirardi M.,,Photosystem electron-transport capacity and light-harvesting antenna size in maize chloroplasts,1984,Plant Physiology,29,10.1104/pp.74.4.993,United States,Article,Berkeley,1,Journal,2-s2.0-0037645178
Melis A.,,"Light regulation of photosynthetic membrane structure, organization, and function",1984,Journal of Cellular Biochemistry,52,10.1002/jcb.240240308,United States,Article,Berkeley,0,Journal,2-s2.0-0021315389
Whitmarsh J.,,Stoichiometries of electron transport complexes in spinach chloroplasts,1984,Archives of Biochemistry and Biophysics,79,10.1016/0003-9861(84)90401-6,United States,Article,"Washington, D.C.",0,Journal,2-s2.0-0021450285
Melis A.,,"Structural and functional organization of the photosystems in spinach chloroplasts. Antenna size, relative electron-transport capacity, and chlorophyll composition",1983,BBA - Bioenergetics,162,10.1016/0005-2728(83)90108-1,United States,Article,Berkeley,0,Journal,2-s2.0-0000116657
Lam E.,,Characterization of a resolved oxygen-evolving Photosystem II preparation from spinach thylakoids,1983,BBA - Bioenergetics,98,10.1016/0005-2728(83)90139-1,United States,Article,Berkeley,0,Journal,2-s2.0-0000078233
Haworth P.,,"The detection, isolation and characterization of a light-harvesting complex which is specifically associated with Photosystem I",1983,BBA - Bioenergetics,159,10.1016/0005-2728(83)90036-1,United States,Article,East Lansing,0,Journal,2-s2.0-0000541912
Anderson J.,,CHLOROPHYLL b: AN INTEGRAL COMPONENT OF PHOTOSYSTEM I OF HIGHER PLANT CHLOROPLASTS,1983,Photochemistry and Photobiology,43,10.1111/j.1751-1097.1983.tb03863.x,Australia,Article,Melbourne,0,Journal,2-s2.0-84989685235
Andersson B.,,Location of photosystem I and photosystem II reaction centers in different thylakoid regions of stacked chloroplasts,1982,FEBS Letters,69,10.1016/0014-5793(82)80695-9,Sweden,Article,Lund,1,Journal,2-s2.0-0038444735
Ley A.,,Absolute absorption cross-sections for Photosystem II and the minimum quantum requirement for photosynthesis in Chlorella vulgaris,1982,BBA - Bioenergetics,199,10.1016/0005-2728(82)90320-6,United States,Article,New York,0,Journal,2-s2.0-0002678945
Berthold D.,,"A highly resolved, oxygen-evolving photosystem II preparation from spinach thylakoid membranes. EPR and electron-transport properties",1981,FEBS Letters,1610,10.1016/0014-5793(81)80608-4,United States,Article,East Lansing,0,Journal,2-s2.0-0000075484
Melis A.,,"Regulation of photosystem stoichiometry, chlorophyll a and chlorophyll b content and relation to chloroplast ultrastructure",1981,BBA - Bioenergetics,116,10.1016/0005-2728(81)90219-X,United States,Article,"Washington, D.C.",0,Journal,2-s2.0-0001188850
Andersson B.,,Lateral heterogeneity in the distribution of chlorophyll-protein complexes of the thylakoid membranes of spinach chloroplasts,1980,BBA - Bioenergetics,458,10.1016/0005-2728(80)90078-X,Australia,Article,Melbourne,0,Journal,2-s2.0-0019316151
OQUIST B.,,On the role of ß‐carotene in the reaction center chlorophyll a antennae of photosystem I,1980,Physiologia Plantarum,36,10.1111/j.1399-3054.1980.tb02685.x,Sweden,Article,Umea,0,Journal,2-s2.0-85024793623
Anderson J.,,"Chlorophyll—protein complexes of higher plant thylakoids: distribution, stoichiometry and organization in the photosynthetic unit",1980,FEBS Letters,73,10.1016/0014-5793(80)80973-2,Australia,Article,Melbourne,1,Journal,2-s2.0-0009316224
RYRIF I.J.,,The Role of the Light‐Harvesting Chlorophyll a/b ‐Protein Complex in Chloroplast Membrane Stacking: Cation‐Induced Aggregation of Reconstituted Proteoliposomes,1980,European Journal of Biochemistry,157,10.1111/j.1432-1033.1980.tb06035.x,Australia,Article,Canberra,1,Journal,2-s2.0-0019028247
Burke J.,,Involvement of the light-harvesting complex in cation regulation of excitation energy distribution in chloroplasts,1978,Archives of Biochemistry and Biophysics,272,10.1016/0003-9861(78)90031-0,United States,Article,"Washington, D.C.",0,Journal,2-s2.0-0017821156
Chain R.,,Quantum efficiency of photosynthetic energy conversion,1977,PROC. ACAD. NAT. SCI. PHILADELPHIA,44,10.1073/pnas.74.8.3377,United States,Article,Berkeley,1,Journal,2-s2.0-0017568076
Goedheer J.,,"Energy transfer from carotenoids to chlorophyll in blue-green, red and green algae and greening bean leaves",1969,BBA - Bioenergetics,87,10.1016/0005-2728(69)90068-1,Netherlands,Article,Utrecht,0,Journal,2-s2.0-0014690124
ÖQuist G.,,Adaptations in Pigment Composition and Photosynthesis by Far Red Radiation in Chlorella pyrenoidosa,1969,Physiologia Plantarum,15,10.1111/j.1399-3054.1969.tb07406.x,Sweden,Article,Umea,0,Journal,2-s2.0-84980156693
Schwartz M.,,Wavelength-dependent quantum yield of ATP synthesis and NADP reduction in normal and dichlorodimethylphenylurea-poisoned chloroplast,1967,BBA - Bioenergetics,9,10.1016/0005-2728(67)90015-1,United States,Article,Baltimore,0,Journal,2-s2.0-0014196744
