Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Ji S.,,Multi-label multiple kernel learning,2009,Advances in Neural Information Processing Systems 21 - Proceedings of the 2008 Conference,44,,United States,Conference Paper,Tempe,0,Conference Proceeding,2-s2.0-70350627315
Hsu D.,,Multi-label prediction via compressed sensing,2009,Advances in Neural Information Processing Systems 22 - Proceedings of the 2009 Conference,258,,United States,Conference Paper,San Diego,0,Conference Proceeding,2-s2.0-77956528679
Lampert C.,,Learning to detect unseen object classes by between-class attribute transfer,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",1085,10.1109/CVPRW.2009.5206594,Germany,Conference Paper,Tubingen,0,Conference Proceeding,2-s2.0-70450172710
Fan R.,,LIBLINEAR: A library for large linear classification,2008,Journal of Machine Learning Research,4968,,Taiwan,Article,Taipei,0,Journal,2-s2.0-50949133669
Hsieh C.J.,,A dual coordinate descent method for large-scale linear SVM,2008,Proceedings of the 25th International Conference on Machine Learning,571,10.1145/1390156.1390208,Taiwan,Conference Paper,Taipei,0,Conference Proceeding,2-s2.0-56449086680
Cai L.,,Exploiting known taxonomies in learning overlapping concepts,2007,IJCAI International Joint Conference on Artificial Intelligence,32,,United States,Conference Paper,Providence,0,Conference Proceeding,2-s2.0-84880887867
Tsoumakas G.,,Multi-label classification: An overview,2007,International Journal of Data Warehousing and Mining,1339,10.4018/jdwm.2007070101,Greece,Conference Paper,Thessaloniki,0,Journal,2-s2.0-34748873053
Snoek C.G.M.,,The challenge problem for automated detection of 101 semantic concepts in multimedia,2006,"Proceedings of the 14th Annual ACM International Conference on Multimedia, MM 2006",423,10.1145/1180639.1180727,Netherlands,Conference Paper,Amsterdam,0,Conference Proceeding,2-s2.0-34547172608
Rousu J.,,Kernel-based learning of hierarchical multilabel classification models,2006,Journal of Machine Learning Research,179,,Finland,Article,Helsinki,0,Journal,2-s2.0-33745768424
Cesa-Bianchi N.,,Incremental algorithms for hierarchical classification,2006,Journal of Machine Learning Research,146,,Italy,Article,Milan,0,Journal,2-s2.0-29644434908
Tsochantaridis I.,,Large margin methods for structured and interdependent output variables,2005,Journal of Machine Learning Research,1370,,United States,Article,Mountain View,0,Journal,2-s2.0-24944537843
Boutell M.,,Learning multi-label scene classification,2004,Pattern Recognition,1364,10.1016/j.patcog.2004.03.009,United States,Article,Rochester,0,Journal,2-s2.0-3042597440
Lewis D.,,RCV1: A new benchmark collection for text categorization research,2004,Journal of Machine Learning Research,1544,,United States,Article,Chicago,0,Journal,2-s2.0-84876811202
Rifkin R.,,In defense of one-vs-all classification,2004,Journal of Machine Learning Research,1206,,United States,Article,Torrance,0,Journal,2-s2.0-56749117943
Crammer K.,,A Family of Additive Online Algorithms for Category Ranking,2003,Journal of Machine Learning Research,123,10.1162/153244303322533188,Israel,Conference Paper,Jerusalem,0,Journal,2-s2.0-0142228873
Schapire R.E.,,BoosTexter: a boosting-based system for text categorization,2000,Machine Learning,1551,10.1023/a:1007649029923,United States,Article,Florham Park,1,Journal,2-s2.0-0033905095
