Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Collins S.R.,,Functional dissection of protein complexes involved in yeast chromosome biology using a genetic interaction map,2007,Nature,656,10.1038/nature05649,United States;United States,Article,Berkeley;San Francisco,0,Journal,2-s2.0-34147217542
Tsubota T.,,Histone H3-K56 Acetylation Is Catalyzed by Histone Chaperone-Dependent Complexes,2007,Molecular Cell,207,10.1016/j.molcel.2007.02.006,United States,Article,Worcester,1,Journal,2-s2.0-33847412826
Wilkinson M.,,The 2′-O-methyltransferase responsible for modification of yeast tRNA at position 4,2007,RNA,27,10.1261/rna.399607,United States,Article,Rochester,1,Journal,2-s2.0-33847290869
Driscoll R.,,Yeast Rtt109 promotes genome stability by acetylating histone H3 on lysine 56,2007,Science,308,10.1126/science.1135862,United Kingdom,Article,Cambridge,0,Journal,2-s2.0-33846818840
Han J.,,Rtt109 acetylates histone H3 lysine 56 and functions in DNA replication,2007,Science,289,10.1126/science.1133234,United States,Article,Rochester,0,Journal,2-s2.0-33846796258
Nash R.,,Expanded protein information at SGD: New pages and proteome browser,2007,Nucleic Acids Research,63,10.1093/nar/gkl931,United States,Article,Stanford,1,Journal,2-s2.0-33846040627
Schneider J.,,Rtt109 is required for proper H3K56 acetylation: A chromatin mark associated with the elongating RNA polymerase II,2006,Journal of Biological Chemistry,153,10.1074/jbc.C600265200,United States,Article,St. Louis,1,Journal,2-s2.0-33846023720
Nishida H.,,Detection and characterization of fungal-specific proteins in Saccharomyces cerevisiae,2006,"Bioscience, Biotechnology and Biochemistry",5,10.1271/bbb.60251,Japan,Article,Tokyo,0,Journal,2-s2.0-33751435628
Miura F.,,A large-scale full-length cDNA analysis to explore the budding yeast transcriptome,2006,Proceedings of the National Academy of Sciences of the United States of America,175,10.1073/pnas.0605645103,Japan;Japan,Article,Tokyo;Kawaguchi,1,Journal,2-s2.0-33845223334
Fisk D.,,Saccharomyces cerevisiae S288C genome annotation: A working hypothesis,2006,Yeast,67,10.1002/yea.1400,United States,Article,Stanford,1,Journal,2-s2.0-33750482575
MacPherson S.,,A fungal family of transcriptional regulators: The zinc cluster proteins,2006,Microbiology and Molecular Biology Reviews,310,10.1128/MMBR.00015-06,Canada;United States,Review,Montreal;Dallas,1,Journal,2-s2.0-33749236250
Parsons A.,,Exploring the Mode-of-Action of Bioactive Compounds by Chemical-Genetic Profiling in Yeast,2006,Cell,359,10.1016/j.cell.2006.06.040,Canada,Article,Toronto,1,Journal,2-s2.0-33746753342
Myers C.,,Finding function: Evaluation methods for functional genomic data,2006,BMC Genomics,141,10.1186/1471-2164-7-187,United States,Article,Princeton,1,Journal,2-s2.0-33748513704
Suter B.,,Yeast-based functional genomics and proteomics technologies: The first 15 years and beyond,2006,BioTechniques,65,10.2144/000112151,Canada,Review,Toronto,1,Journal,2-s2.0-33745482769
Gavin A.,,Proteome survey reveals modularity of the yeast cell machinery,2006,Nature,1939,10.1038/nature04532,United Kingdom;Germany,Article,Brentford;Heidelberg,0,Journal,2-s2.0-33644555054
Krogan N.,,Global landscape of protein complexes in the yeast Saccharomyces cerevisiae,2006,Nature,2047,10.1038/nature04670,United States;Canada,Article,San Francisco;Toronto,0,Journal,2-s2.0-33645453254
Kastenmayer J.P.,,Functional genomics of genes with small open reading frames (sORFs) in S. cerevisiae,2006,Genome Research,135,10.1101/gr.4355406,United States,Article,Bethesda,1,Journal,2-s2.0-33644641676
Mustacchi R.,,Yeast systems biology to unravel the network of life,2006,Yeast,54,10.1002/yea.1357,Denmark,Review,Lyngby,1,Journal,2-s2.0-33645116839
Alexandrov A.,,Rapid tRNA decay can result from lack of nonessential modifications,2006,Molecular Cell,279,10.1016/j.molcel.2005.10.036,United States;United States,Article,Rochester;New Haven,1,Journal,2-s2.0-29544450711
Griffin J.,,The Cinderella story of metabolic profiling: Does metabolomics get to go to the functional genomics ball?,2006,Philosophical Transactions of the Royal Society B: Biological Sciences,114,10.1098/rstb.2005.1734,United Kingdom,Review,Cambridge,0,Journal,2-s2.0-33646595378
Finn R.D.,,"Pfam: clans, web tools and services.",2006,Nucleic acids research,1662,10.1093/nar/gkj149,United Kingdom,Article,London,1,Journal,2-s2.0-33644876020
Stark C.,,BioGRID: a general repository for interaction datasets.,2006,Nucleic acids research,2183,10.1093/nar/gkj109,Canada,Article,Toronto,1,Journal,2-s2.0-33644873184
Ptacek J.,,Global analysis of protein phosphorylation in yeast,2005,Nature,765,10.1038/nature04187,United States,Article,New Haven,0,Journal,2-s2.0-28444460297
Davierwala A.,,The synthetic genetic interaction spectrum of essential genes,2005,Nature Genetics,168,10.1038/ng1640,Canada,Article,Toronto,0,Journal,2-s2.0-27144434505
