Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Huse J.,,The PTEN-regulating microRNA miR-26a is amplified in high-grade glioma and facilitates gliomagenesis in vivo,2009,Genes and Development,396,10.1101/gad.1777409,United States,Article,New York,1,Journal,2-s2.0-66149173789
Tong A.,,Modulation of miRNA activity in human cancer: A new paradigm for cancer gene therapy?,2008,Cancer Gene Therapy,198,10.1038/cgt.2008.8,United States;United States;United States,Review,Dallas;Dallas;Dallas,1,Journal,2-s2.0-43749113595
Kefas B.,,microRNA-7 inhibits the epidermal growth factor receptor and the akt pathway and is down-regulated in glioblastoma,2008,Cancer Research,567,10.1158/0008-5472.CAN-07-6639,United States,Article,Charlottesville,1,Journal,2-s2.0-45549089973
Nam E.,,MicroRNA expression profiles in serous ovarian carcinoma,2008,Clinical Cancer Research,620,10.1158/1078-0432.CCR-07-1731,,Article,,1,Journal,2-s2.0-50849137458
Wiedemeyer R.,,Feedback Circuit among INK4 Tumor Suppressors Constrains Human Glioblastoma Development,2008,Cancer Cell,102,10.1016/j.ccr.2008.02.010,United States,Article,Boston,1,Journal,2-s2.0-41449108880
Chin L.,,Translating insights from the cancer genome into clinical practice,2008,Nature,218,10.1038/nature06914,United States,Review,Boston,0,Journal,2-s2.0-41649109807
Gartel A.,,miRNAs: Little known mediators of oncogenesis,2008,Seminars in Cancer Biology,113,10.1016/j.semcancer.2008.01.008,United States,Review,Chicago,0,Journal,2-s2.0-40449134399
Esquela-Kerscher A.,,The let-7 microRNA reduces tumor growth in mouse models of lung cancer,2008,Cell Cycle,524,10.4161/cc.7.6.5834,United States;United States,Article,Norfolk;New Haven,1,Journal,2-s2.0-42049103216
Zhu S.,,MicroRNA-21 targets tumor suppressor genes in invasion and metastasis,2008,Cell Research,893,10.1038/cr.2008.24,United States,Article,IL,1,Journal,2-s2.0-40249092910
Li K.,,Glioma pathogenesis-related protein 1 exerts tumor suppressor activities through proapoptotic reactive oxygen species-c-Jun-NH<inf>2</inf> kinase signaling,2008,Cancer Research,49,10.1158/0008-5472.CAN-07-2931,United States,Article,Houston,1,Journal,2-s2.0-39049089670
Rokhlin O.,,MicroRNA-34 mediates AR-dependent p53-induced apoptosis in prostate cancer,2008,Cancer Biology and Therapy,127,10.4161/cbt.7.8.6284,United States,Article,Iowa City,1,Journal,2-s2.0-49749151009
Gruber A.,,The Vienna RNA websuite.,2008,Nucleic acids research,1031,10.1093/nar/gkn188,Austria,Article,Vienna,1,Journal,2-s2.0-48449095385
