Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Li L.,,"Egr3, a synaptic activity regulated transcription factor that is essential for learning and memory",2007,Molecular and Cellular Neuroscience,70,10.1016/j.mcn.2007.02.004,United States,Article,Evanston,0,Journal,2-s2.0-34247371470
Reichardt L.,,Neurotrophin-regulated signalling pathways,2006,Philosophical Transactions of the Royal Society B: Biological Sciences,1321,10.1098/rstb.2006.1894,United States,Review,San Francisco,0,Journal,2-s2.0-33749010358
Song X.,,Knockout of p75<sup>NTR</sup> impairs re-myelination of injured sciatic nerve in mice,2006,Journal of Neurochemistry,59,10.1111/j.1471-4159.2005.03564.x,Australia,Article,Adelaide,0,Journal,2-s2.0-33645102369
Li L.,,The neuroplasticity-associated Arc gene is a direct transcriptional target of early growth response (Egr) transcription factors,2005,Molecular and Cellular Biology,143,10.1128/MCB.25.23.10286-10300.2005,United States,Article,Evanston,1,Journal,2-s2.0-27944436465
Albert Y.,,Transcriptional regulation of myotube fate specification and intrafusal muscle fiber morphogenesis,2005,Journal of Cell Biology,26,10.1083/jcb.200501156,United States,Article,Evanston,1,Journal,2-s2.0-18544363753
Nykjaer A.,,p75<sup>NTR</sup> - Live or let die,2005,Current Opinion in Neurobiology,250,10.1016/j.conb.2005.01.004,Denmark,Review,Aarhus,0,Journal,2-s2.0-13844266123
Kuruvilla R.,,A neurotrophin signaling cascade coordinates sympathetic neuron development through differential control of TrkA trafficking and retrograde signaling,2004,Cell,274,10.1016/j.cell.2004.06.021,United States,Article,Baltimore,1,Journal,2-s2.0-3242698182
Barker P.,,p75NTR is positively promiscuous: Novel partners and new insights,2004,Neuron,249,10.1016/j.neuron.2004.04.001,Canada,Review,Montreal,1,Journal,2-s2.0-2442463255
Harrington A.,,Secreted proNGF is a pathophysiological death-inducing ligand after adult CNS injury,2004,Proceedings of the National Academy of Sciences of the United States of America,243,10.1073/pnas.0305755101,United States,Article,Columbus,1,Journal,2-s2.0-11144355567
Mi S.,,LINGO-1 is a component of the Nogo-66 receptor/p75 signaling complex,2004,Nature Neuroscience,636,10.1038/nn1188,United States,Article,Cambridge,0,Journal,2-s2.0-10744222190
Nykjaer A.,,Sortilin is essential for proNGF-induced neuronal cell death,2004,Nature,711,10.1038/nature02319,Denmark;Denmark,Article,Aarhus;Arhus,0,Journal,2-s2.0-10744219632
Wong S.,,A p75<sup>NTR</sup> and Nogo receptor complex mediates repulsive signaling by myelin-associated glycoprotein,2002,Nature Neuroscience,382,10.1038/nn975,United States,Article,Berkeley,0,Journal,2-s2.0-0036897583
Cosgaya J.,,The neurotrophin receptor p75<sup>NTR</sup> as a positive modulator of myelination,2002,Science,252,10.1126/science.1076595,United States,Article,Stanford,0,Journal,2-s2.0-0037044576
