Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Youngson N.,,A small family of sushi-class retrotransposon-derived genes in mammals and their relation to genomic imprinting,2005,Journal of Molecular Evolution,72,10.1007/s00239-004-0332-0,United Kingdom,Article,Cambridge,0,Journal,2-s2.0-18044375174
Georges M.,,Toward molecular understanding of polar overdominance at the ovine callipyge locus,2004,Cold Spring Harbor Symposia on Quantitative Biology,11,10.1101/sqb.2004.69.477,Belgium,Conference Paper,Liege,1,Book Series,2-s2.0-18044382914
Davis E.,,Ectopic expression of DLK1 protein in skeletal muscle of padumnal heterozygotes causes the callipyge phenotype,2004,Current Biology,98,10.1016/j.cub.2004.09.079,Belgium,Article,Liege,1,Journal,2-s2.0-6944250526
Seitz H.,,A large imprinted microRNA gene cluster at the mouse Dlk1-Gtl2 domain,2004,Genome Research,392,10.1101/gr.2743304,France,Article,Toulouse,1,Journal,2-s2.0-4644253753
Yekta S.,,MicroRNA-Directed Cleavage of HOXB8 mRNA,2004,Science,1305,10.1126/science.1097434,United States;United States,Article,Cambridge;Cambridge,0,Journal,2-s2.0-2142654329
Bartel D.,,"MicroRNAs: Genomics, Biogenesis, Mechanism, and Function",2004,Cell,25016,10.1016/S0092-8674(04)00045-5,United States;United States,Review,Cambridge;Cambridge,1,Journal,2-s2.0-0347444723
Lin S.P.,,Asymmetric regulation of imprinting on the maternal and paternal chromosomes at the Dlk1-Gtl2 imprinted cluster on mouse chromosome 12,2003,Nature Genetics,357,10.1038/ng1233,United Kingdom,Article,Cambridge,0,Journal,2-s2.0-0042856381
Seitz H.,,Imprinted microRNA genes transcribed antisense to a reciprocally imprinted retrotransposon-like gene,2003,Nature Genetics,275,10.1038/ng1171,France,Article,Toulouse,0,Journal,2-s2.0-0038419811
Georges M.,,The callipyge locus: Evidence for the trans interaction of reciprocally imprinted genes,2003,Trends in Genetics,117,10.1016/S0168-9525(03)00082-9,Belgium,Review,Liege,0,Journal,2-s2.0-0037406999
Wilkins J.F.,,What good is genomic imprinting: The function of parent-specific gene expression,2003,Nature Reviews Genetics,343,10.1038/nrg1062,United States;United States,Review,Cambridge;Cambridge,0,Journal,2-s2.0-0038407464
Lim L.,,The microRNAs of Caenorhabditis elegans,2003,Genes and Development,912,10.1101/gad.1074403,United States;United States;United States,Article,Cambridge;Cambridge;Seattle,1,Journal,2-s2.0-0037447334
Reik W.,,Regulation of supply and demand for maternal nutrients in mammals by imprinted genes,2003,Journal of Physiology,326,10.1113/jphysiol.2002.033274,United Kingdom,Review,Cambridge,0,Journal,2-s2.0-0037440705
Charlier C.,,The callipyge mutation enhances the expression of coregulated imprinted genes in cis without affecting their imprinting status,2001,Nature Genetics,136,10.1038/86856,Belgium,Article,Liege,0,Journal,2-s2.0-0035069170
Georgiades P.,,Parental origin-specific developmental defects in mice with uniparental disomy for chromosome 12,2000,Development,147,,United Kingdom,Article,Cambridge,0,Journal,2-s2.0-0033694804
Cockett N.,,Polar overdominance at the ovine callipyge locus,1996,Science,203,10.1126/science.273.5272.236,United States,Article,Logan,0,Journal,2-s2.0-0029818632
Hofacker I.,,Fast folding and comparison of RNA secondary structures,1994,Monatshefte für Chemie Chemical Monthly,1639,10.1007/BF00818163,Austria,Article,Vienna,0,Journal,2-s2.0-34249772381
