Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Looijenga L.,,"Testicular germ cell tumors of adults show deletions of chromosomal bands 11 p13 and 11p15.5, but no abnormalities within the zinc‐finger regions and exons 2 and 6 of the wilms' Tumor 1 Gene",1994,"Genes, Chromosomes and Cancer",33,10.1002/gcc.2870090302,Netherlands,Article,Rotterdam,0,Journal,2-s2.0-0028329635
Strohmeyer T.,,Proto-oncogenes and tumor suppressor genes in human urological malignancies,1994,Journal of Urology,52,10.1016/S0022-5347(17)35284-9,Germany,Article,Berlin,0,Journal,2-s2.0-0028335295
Lothe R.A.,,Frequent loss of 11p13 and 11p15 loci in male germ cell tumours,1993,"Genes, Chromosomes and Cancer",43,10.1002/gcc.2870070206,Norway,Article,Oslo,0,Journal,2-s2.0-0027243180
Heimdal K.,,No germline TP53 mutations detected in familial and bilateral testicular cancer,1993,"Genes, Chromosomes and Cancer",75,10.1002/gcc.2870060205,Norway,Article,Oslo,0,Journal,2-s2.0-0027500293
Mccabe N.,,Cloning of cDNAs of the MLL gene that detect DNA rearrangements and altered RNA transcripts in human leukemic cells with 11q23 translocations,1992,Proceedings of the National Academy of Sciences of the United States of America,94,10.1073/pnas.89.24.11794,United States,Article,Chicago,1,Journal,2-s2.0-0027065566
Murty V.,,Allelic deletions in the long arm of chromosome 12 identify sites of candidate tumor suppressor genes in male germ cell tumors,1992,Proceedings of the National Academy of Sciences of the United States of America,103,10.1073/pnas.89.22.11006,United States,Article,New York,1,Journal,2-s2.0-0026454815
Rodriguez E.,,Cytogenetic Analysis of 124 Prospectively Ascertained Male Germ Cell Tumors,1992,Cancer Research,158,,United States,Article,New York,0,Journal,2-s2.0-0026628142
Dowdy S.F.,,Suppression of tumorigenicity in Wilms tumor by the p15.5-p14 region of chromosome 11,1991,Science,116,10.1126/science.1656527,United States;United States,Article,Cambridge;Irvine,0,Journal,2-s2.0-0026077581
Pelletier J.,,Expression of the Wilms' tumor gene WT1 in the murine urogenital system,1991,Genes and Development,361,10.1101/gad.5.8.1345,United States;Canada,Article,Cambridge;Montreal,1,Journal,2-s2.0-0025947718
Weinberg R.,,Tumor suppressor genes,1991,Science,1317,10.1126/science.1659741,United States,Article,Cambridge,0,Journal,2-s2.0-0026337295
Call K.,,Isolation and characterization of a zinc finger polypeptide gene at the human chromosome 11 Wilms' tumor locus,1990,Cell,1574,10.1016/0092-8674(90)90601-A,United States,Article,Cambridge,0,Journal,2-s2.0-0025099787
Murty V.,,Nonrandom chromosome abnormalities in testicular and ovarian germ cell tumor cell lines,1990,Cancer Genetics and Cytogenetics,31,10.1016/0165-4608(90)90239-7,United States,Article,New York,0,Journal,2-s2.0-0025669945
Pritchard-Jones K.,,The candidate Wilms' tumour gene is involved in genitourinary development,1990,Nature,724,10.1038/346194a0,United Kingdom,Article,Edinburgh,0,Journal,2-s2.0-0025291908
Gessler M.,,Homozygous deletion in Wilms tumours of a zinc-finger gene identified by chromosome jumping,1990,Nature,1087,10.1038/343774a0,United States;Germany,Article,Boston;Marburg,0,Journal,2-s2.0-0025098654
Rukstalis D.,,Regional Loss of Chromosome 6 in Two Urologicai Malignancies,1989,Cancer Research,17,,United States,Article,Boston,0,Journal,2-s2.0-0024434440
Maitland N.,,Molecular and cellular biology of Wilms' tumour,1989,Anticancer Research,7,,United Kingdom,Review,Bristol,0,Journal,2-s2.0-0024431352
Lothe R.A.,,Loss of 3p or 11p alleles is associated with testicular cancer tumors,1989,Genomics,114,10.1016/0888-7543(89)90097-9,Norway,Article,Oslo,0,Journal,2-s2.0-0024697964
Koufos A.,,Familial Wiedemann-Beckwith syndrome and a second Wilms tumor locus both map to 11p15.5,1989,American Journal of Human Genetics,387,,Canada,Article,Montreal,0,Journal,2-s2.0-0024517062
Ulbright T.,,Recent developments in the pathology of germ cell tumors,1987,Seminars in Diagnostic Pathology,38,,United States,Review,Indianapolis,0,Journal,2-s2.0-0023579974
Fearon E.,,Loss of genes on the short arm of chromosome 11 in bladder cancer,1985,Nature,307,10.1038/318377a0,United States,Article,Baltimore,0,Journal,2-s2.0-0022384653
Orkin S.,,Development of homozygosity for chromosome 11p markers in Wilms' tumour,1984,Nature,293,10.1038/309172a0,United States;United States,Article,Boston;Boston,0,Journal,2-s2.0-0021343902
Koufos A.,,Loss of alleles at loci on human chromosome 11 during genesis of Wilms' tumour,1984,Nature,405,10.1038/309170a0,United States,Article,Cincinnati,0,Journal,2-s2.0-0021327569
Feinberg A.,,A technique for radiolabeling DNA restriction endonuclease fragments to high specific activity,1983,Analytical Biochemistry,16321,10.1016/0003-2697(83)90418-9,United States,Article,Baltimore,0,Journal,2-s2.0-0020793569
Turleau C.,,"Aniridia, male pseudohermaphroditism, gonadoblastoma, mental retardation, and del 11p13",1981,Human Genetics,35,10.1007/BF00278949,France,Article,Paris,0,Journal,2-s2.0-0019448718
Andersen S.R.,,"Aniridia, cataract and gonadoblastoma in a mentally retarded girl with deletion of chromosome 11. A clinicopathological case report",1978,Ophthalmologica,45,10.1159/000308711,Denmark,Article,Copenhagen,0,,2-s2.0-0017848311
Southern E.,,Detection of specific sequences among DNA fragments separated by gel electrophoresis,1975,Journal of Molecular Biology,21012,10.1016/S0022-2836(75)80083-0,United Kingdom,Article,Edinburgh,0,Journal,2-s2.0-0016700864
Knudson A.,,Mutation and cancer: statistical study of retinoblastoma.,1971,Proceedings of the National Academy of Sciences of the United States of America,4996,10.1073/pnas.68.4.820,,Article,,1,Journal,2-s2.0-0015043748
