Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Schubbert S.,,Hyperactive Ras in developmental disorders and cancer,2007,Nature Reviews Cancer,1105,10.1038/nrc2109,United States,Review,San Francisco,0,Journal,2-s2.0-33947594129
Roberts A.,,Germline gain-of-function mutations in SOS1 cause Noonan syndrome,2007,Nature Genetics,407,10.1038/ng1926,United States;United States,Article,Boston;Boston,0,Journal,2-s2.0-33845900943
Tartaglia M.,,Gain-of-function SOS1 mutations cause a distinctive form of Noonan syndrome,2007,Nature Genetics,404,10.1038/ng1939,Italy,Article,Rome,0,Journal,2-s2.0-33845884026
Gelb B.,,Noonan syndrome and related disorders: Dysregulated RAS-mitogen activated protein kinase signal transduction,2006,Human Molecular Genetics,142,10.1093/hmg/ddl197,United States,Article,New York,1,Journal,2-s2.0-33749003166
Kratz C.,,Germline mutations in components of the Ras signaling pathway in Noonan syndrome and related disorders,2006,Cell Cycle,37,10.4161/cc.5.15.3128,Germany,Review,Freiburg im Breisgau,1,Journal,2-s2.0-33747849281
Zebisch A.,,Two transforming C-RAF germ-line mutations identified in patients with therapy-related acute myeloid leukemia,2006,Cancer Research,75,10.1158/0008-5472.CAN-05-0115,Austria,Article,Graz,1,Journal,2-s2.0-33645741209
Rodriguez-Viciana P.,,Germline mutations in genes within the MAPK pathway cause cardio-facio-cutaneous syndrome,2006,Science,412,10.1126/science.1124642,United States,Article,San Francisco,0,Journal,2-s2.0-33644696097
Bentires-Alj M.,,Stops along the RAS pathway in human genetic disease,2006,Nature Medicine,166,10.1038/nm0306-283,United States;Belgium,Short Survey,Boston;Liege,0,Journal,2-s2.0-33644829154
Niihori T.,,Germline KRAS and BRAF mutations in cardio-facio-cutaneous syndrome,2006,Nature Genetics,403,10.1038/ng1749,Japan,Article,Sendai,0,Journal,2-s2.0-33644629727
Schubbert S.,,Germline KRAS mutations cause Noonan syndrome,2006,Nature Genetics,520,10.1038/ng1748,United States,Article,San Francisco,0,Journal,2-s2.0-33644622238
Carta C.,,Germline missense mutations affecting KRAS isoform B are associated with a severe Noonan syndrome phenotype,2006,American Journal of Human Genetics,170,10.1086/504394,Italy,Article,Rome,1,Journal,2-s2.0-33745265268
Emuss V.,,Mutations of C-RAF are rare in human cancer because C-RAF has a low basal kinase activity compared with B-RAF,2005,Cancer Research,130,10.1158/0008-5472.CAN-05-1683,United Kingdom,Article,London,1,Journal,2-s2.0-27544453376
Aoki Y.,,Germline mutations in HRAS proto-oncogene cause Costello syndrome,2005,Nature Genetics,465,10.1038/ng1641,Japan,Article,Sendai,0,Journal,2-s2.0-27144531386
Komoike Y.,,Zebrafish Polycomb group gene ph2α is required for epiboly and tailbud formation acting downstream of FGF signaling,2005,Biochemical and Biophysical Research Communications,10,10.1016/j.bbrc.2005.01.031,Japan,Article,Tokyo,0,Journal,2-s2.0-13744263863
Garnett M.,,Guilty as charged: B-RAF is a human oncogene,2004,Cancer Cell,610,10.1016/j.ccr.2004.09.022,United Kingdom,Review,London,1,Journal,2-s2.0-5444227865
Harris I.S.,,Raf-1 kinase is required for cardiac hypertrophy and cardiomyocyte survival in response to pressure overload,2004,Circulation,125,10.1161/01.CIR.0000138190.50127.6A,United States,Article,St. Louis,1,Journal,2-s2.0-4043076222
Fragale A.,,Noonan Syndrome-Associated SHP2/PTPN11 Mutants Cause EGF-Dependent Prolonged GAB1 Binding and Sustained ERK2/MAPK1 Activation,2004,Human Mutation,144,10.1002/humu.20005,United States;Italy,Article,New York;Rome,0,Journal,2-s2.0-1542619343
