Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
De Stefani E.,,"Mate Drinking, Alcohol, Tobacco, Diet, and Esophageal Cancer in Uruguay",1990,Cancer Research,166,,Uruguay,Article,Montevideo,0,Journal,2-s2.0-0025169769
Graham S.,,Nutritional epidemiology of cancer of the esophagus,1990,American Journal of Epidemiology,98,10.1093/oxfordjournals.aje.a115520,United States,Article,Buffalo,0,Journal,2-s2.0-0025058340
Clavel J.,,Tobacco and bladder cancer in males: Increased risk for inhalers and smokers of black tobacco,1989,International Journal of Cancer,112,10.1002/ijc.2910440408,France,Article,Villejuif,0,Journal,2-s2.0-0024457644
Segal I.,,"Factors associated with oesophageal cancer in soweto, south africa",1988,British Journal of Cancer,67,10.1038/bjc.1988.286,South Africa,Article,Johannesburg,1,Journal,2-s2.0-0024271231
Yu M.,,"Tobacco, Alcohol, Diet, Occupation, and Carcinoma of the Esophagus",1988,Cancer Research,194,,United States,Article,Los Angeles,0,Journal,2-s2.0-0023677782
Victora C.,,Hot beverages and oesophageal cancer in southern brazil: A case‐control study,1987,International Journal of Cancer,128,10.1002/ijc.2910390610,Brazil,Article,Pelotas,0,Journal,2-s2.0-0023191712
La Vecchia C.,,Tar yields of cigarettes and the risk of oesophageal cancer,1986,International Journal of Cancer,30,10.1002/ijc.2910380313,Italy,Article,Milan,0,Journal,2-s2.0-0022538610
Vassallo A.,,Esophageal cancer in Uruguay: A case-control study,1985,Journal of the National Cancer Institute,90,,Uruguay,Article,Montevideo,0,Journal,2-s2.0-0022375629
Peto R.,,"Nitrosamine carcinogenesis in 5120 rodents: chronic administration of sixteen different concentrations of NDEA, NDMA, NPYR and NPIP in the water of 4440 inbred rats, with parallel studies on NDEA alone of the effect of age of starting (3, 6 or 20 weeks) and of species (rats, mice or hamsters).",1984,IARC scientific publications,77,,,Article,,0,Journal,2-s2.0-0021705932
Vineis P.,,"Bladder cancer and smoking in males: Types of cigarettes, age at start, effect of stopping and interaction with occupation",1984,International Journal of Cancer,96,10.1002/ijc.2910340205,Italy,Article,Turin,0,Journal,2-s2.0-0021148869
Tuyns A.,,"Pipe, commercial and hand-rolled cigarette smoking in oesophageal cancer",1983,International Journal of Epidemiology,36,10.1093/ije/12.1.110,France,Article,Lyon,0,Journal,2-s2.0-0020681315
Castonguay A.,,Metabolism of tobacco-specific N-nitrosamines by cultured human tissues,1983,Proceedings of the National Academy of Sciences of the United States of America,101,10.1073/pnas.80.21.6694,United States,Article,New York,1,Journal,2-s2.0-0345668674
Pottern L.,,"Esophageal cancer among black men in washington, D.C. i. alcohol, tobacco, and other risk factors",1981,Journal of the National Cancer Institute,148,10.1093/jnci/67.4.777,United States,Article,Bethesda,0,Journal,2-s2.0-0019846655
Tuyns A.,,Oesophageal cancer in Ille et Vilaine in relation to alcohol and tobacco consumption: multiplicative risks,1977,Bulletin du Cancer,255,,France,Article,Lyon,0,Journal,2-s2.0-0017341281
Bradshaw E.,,"Smoking, drinking and oesophageal cancer in african males of johannesburg, South Africa",1974,British Journal of Cancer,41,10.1038/bjc.1974.127,South Africa,Article,Johannesburg,1,Journal,2-s2.0-0016270312
Wynder E.,,A study of etiological factors in cancer of the esophagus,1961,Cancer,307,10.1002/1097-0142(196103/04)14:2<389::AID-CNCR2820140220>3.0.CO;2-E,United States,Article,New York,0,Journal,2-s2.0-0000226889
