Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Robertson J.,,Predicting Grade 3 Acute Diarrhea During Radiation Therapy for Rectal Cancer Using a Cutoff-Dose Logistic Regression Normal Tissue Complication Probability Model,2010,International Journal of Radiation Oncology Biology Physics,29,10.1016/j.ijrobp.2009.04.048,United States,Article,Royal Oak,0,Journal,2-s2.0-77950590833
Friedman J.,,Regularization paths for generalized linear models via coordinate descent,2010,Journal of Statistical Software,5002,10.18637/jss.v033.i01,United States,Article,Palo Alto,1,Journal,2-s2.0-77950537175
Langendijk J.,,A predictive model for swallowing dysfunction after curative radiotherapy in head and neck cancer,2009,Radiotherapy and Oncology,130,10.1016/j.radonc.2008.12.017,Netherlands;Netherlands,Article,Groningen;Amsterdam,0,Journal,2-s2.0-59649108787
Langendijk J.,,Impact of late treatment-related toxicity on quality of life among patients with head and neck cancer treated with radiotherapy,2008,Journal of Clinical Oncology,371,10.1200/JCO.2007.14.6647,Netherlands,Article,Amsterdam,0,Journal,2-s2.0-49249109943
El Naqa I.,,"Multivariable modeling of radiotherapy outcomes, including dose-volume and clinical factors",2006,International Journal of Radiation Oncology Biology Physics,112,10.1016/j.ijrobp.2005.11.022,United States,Article,St. Louis,0,Journal,2-s2.0-33644534479
Wang D.,,Comparison of Bayesian model averaging and stepwise methods for model selection in logistic regression,2004,Statistics in Medicine,79,10.1002/sim.1930,United Kingdom,Article,London,0,Journal,2-s2.0-7944234266
Efron B.,,Least angle regression,2004,Annals of Statistics,5224,10.1214/009053604000000067,United States,Article,Palo Alto,1,Journal,2-s2.0-3242708140
Seppenwoolde Y.,,Comparing different NTCP models that predict the incidence of radiation pneumonitis,2003,International Journal of Radiation Oncology Biology Physics,340,10.1016/S0360-3016(02)03986-X,Netherlands,Article,Amsterdam,0,Journal,2-s2.0-0037359870
Steyerberg E.W.,,Prognostic modelling with logistic regression analysis: A comparison of selection and estimation methods in small data sets,2000,Statistics in Medicine,469,10.1002/(SICI)1097-0258(20000430)19:8<1059::AID-SIM412>3.0.CO;2-0,Netherlands,Article,Rotterdam,0,Journal,2-s2.0-0034732710
Hoeting J.,,Bayesian model averaging: A tutorial,1999,Statistical Science,2554,10.1214/ss/1009212519,United States,Article,Fort Collins,1,Journal,2-s2.0-0001259111
Raftery A.,,Bayesian Model Averaging for Linear Regression Models,1997,Journal of the American Statistical Association,956,10.1080/01621459.1997.10473615,United States,Article,Seattle,0,Journal,2-s2.0-0031506560
Madigan D.,,Model selection and accounting for model uncertainty in graphical models using occam’s window,1994,Journal of the American Statistical Association,672,10.1080/01621459.1994.10476894,United States,Article,Seattle,0,Journal,2-s2.0-84950945692
Lyman J.T.,,Complication probability as assessed from dose-volume histograms.,1985,Radiation research. Supplement,314,10.2307/3583506,,Article,,0,Journal,2-s2.0-0022330985
Akaike H.,,A New Look at the Statistical Model Identification,1974,IEEE Transactions on Automatic Control,29523,10.1109/TAC.1974.1100705,Japan,Article,Tokyo,0,Journal,2-s2.0-0016355478
