Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Lee J.,,A novel model for rapid induction of apoptosis in spiral ganglions of mice,2003,Laryngoscope,50,10.1097/00005537-200306000-00015,South Korea;Japan,Article,Daegu;Kyoto,0,Journal,2-s2.0-0038322246
Ramuz O.,,Constitutive nuclear localization and initial cytoplasmic apoptotic activation of endogenous caspase-3 evidenced by confocal microscopy,2003,International Journal of Experimental Pathology,31,10.1046/j.1365-2613.2003.00339.x,France;France,Article,Marseille;Paris,0,Journal,2-s2.0-0037899023
Ohinata Y.,,Protection from noise-induced lipid peroxidation and hair cell loss in the cochlea,2003,Brain Research,129,10.1016/S0006-8993(02)04205-1,United States;Japan,Article,Ann Arbor;Takatsuki,0,Journal,2-s2.0-0037459786
Bao F.,,Peroxynitrite generated in the rat spinal cord induces apoptotic cell death and activates caspase-3,2003,Neuroscience,85,10.1016/S0306-4522(02)00571-7,United States,Article,Galveston,0,Journal,2-s2.0-0037439232
Racke M.M.,,Activation of caspase-3 alone is insufficient for apoptotic morphological changes in human neuroblastoma cells,2002,Journal of Neurochemistry,14,10.1046/j.0022-3042.2002.00787.x,United States,Article,Indianapolis,1,Journal,2-s2.0-0036320834
Lefebvre P.P.,,Mechanisms of cell death in the injured auditory system: Otoprotective strategies,2002,Audiology and Neuro-Otology,78,10.1159/000058304,United States;Belgium,Conference Paper,Coral Gables;Liege,0,Journal,2-s2.0-0036278083
Watanabe K.,,Expression of caspase-activated deoxyribonuclease (CAD) and caspase 3 (CPP32) in the hydropic cochlea of guinea pigs - Second report,2002,European Archives of Oto-Rhino-Laryngology,8,10.1007/s00405-002-0459-9,Japan,Article,Tokyo,0,Journal,2-s2.0-0036271654
Wangemann P.,,K<sup>+</sup> cycling and the endocochlear potential,2002,Hearing Research,299,10.1016/S0378-5955(02)00279-4,United States,Review,Manhattan,0,Journal,2-s2.0-0036106166
Wang J.,,Riluzole rescues cochlear sensory cells from acoustic trauma in the guinea-pig,2002,Neuroscience,61,10.1016/S0306-4522(02)00004-0,France,Article,Montpellier,0,Journal,2-s2.0-0037198416
Mishra O.P.,,Nitration of N-methyl-D-aspartate receptor subunits following in vitro dephosphorylation of cerebral cortical membranes of newborn piglets,2002,Neuroscience Letters,12,10.1016/S0304-3940(01)02429-6,United States;United States,Article,Philadelphia;Philadelphia,0,Journal,2-s2.0-0037074107
David E.A.,,Cochlear delivery of fibroblast growth factor 1 and its effects on apoptosis and cell cycling in noise-exposed guinea pig ears,2002,Journal of Otolaryngology,6,10.2310/7070.2002.34330,,Article,,0,Journal,2-s2.0-0036820704
Watanabe K.,,Expression of inducible nitric oxide synthase (iNOS/NOS II) in the hydropic vestibule after injection of keyhole limpet hemocyanin into the endolymphatic sac of guinea pigs,2001,Journal of Vestibular Research: Equilibrium and Orientation,7,,Japan,Article,Tokyo,0,Journal,2-s2.0-0035727899
Kröncke K.,,"Inducible nitric oxide synthase-derived nitric oxide in gene regulation, cell death and cell survival",2001,International Immunopharmacology,131,10.1016/S1567-5769(01)00087-X,Germany,Review,Dusseldorf,0,Journal,2-s2.0-0034935623
Hunot S.,,Death of a monopoly?,2001,Science,63,10.1126/science.1060885,United States,Short Survey,New Haven,0,Journal,2-s2.0-0035805523
Watanabe K.,,Expression of inducible nitric oxide synthase in the cochlea following immune response in the endolymphatic sac of guinea pigs,2001,ORL,18,10.1159/000055732,Japan,Article,Tokyo,0,Journal,2-s2.0-0034997458
Madrigal J.,,"Glutathione depletion, lipid peroxidation and mitochondrial dysfunction are induced by chronic stress in rat brain",2001,Neuropsychopharmacology,277,10.1016/S0893-133X(00)00208-6,Spain,Article,Madrid,1,Journal,2-s2.0-0035132510
