Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Yu L.,,Artificial inflation: The real story of trends and trend-setters in sina weibo,2012,"Proceedings - 2012 ASE/IEEE International Conference on Privacy, Security, Risk and Trust and 2012 ASE/IEEE International Conference on Social Computing, SocialCom/PASSAT 2012",27,10.1109/SocialCom-PASSAT.2012.45,United States,Conference Paper,Claremont,0,Conference Proceeding,2-s2.0-84873678119
Doerr C.,,Are friends overrated? A study for the social news aggregator Digg.com,2012,Computer Communications,10,10.1016/j.comcom.2012.02.001,Netherlands,Conference Paper,Delft,0,Journal,2-s2.0-84858706559
Van Mieghem P.,,Lognormal distribution in the digg online social network,2011,European Physical Journal B,23,10.1140/epjb/e2011-20124-0,Netherlands,Article,Delft,0,Journal,2-s2.0-80755175692
Gonçalves B.,,Modeling users' activity on twitter networks: Validation of Dunbar's number,2011,PLoS ONE,294,10.1371/journal.pone.0022656,United States;United States,Article,Bloomington;Bloomington,1,Journal,2-s2.0-84856312781
Kitsak M.,,Identification of influential spreaders in complex networks,2010,Nature Physics,1473,10.1038/nphys1746,United States;United States,Article,San Diego;Boston,1,Journal,2-s2.0-78149283685
Iribarren J.L.,,Impact of human activity patterns on the dynamics of information diffusion,2009,Physical Review Letters,269,10.1103/PhysRevLett.103.038702,Spain,Article,Madrid,0,Journal,2-s2.0-68649108167
Vespignani A.,,Predicting the behavior of techno-social systems,2009,Science,322,10.1126/science.1171990,Italy;United States,Review,Turin;Bloomington,0,Journal,2-s2.0-67749145794
Malmgren R.,,A Poissonian explanation for heavy tails in e-mail communication,2008,Proceedings of the National Academy of Sciences of the United States of America,290,10.1073/pnas.0800332105,United States,Article,Evanston,1,Journal,2-s2.0-57449102952
Radicchi F.,,Universality of citation distributions: Toward an objective measure of scientific impact,2008,Proceedings of the National Academy of Sciences of the United States of America,442,10.1073/pnas.0806977105,Italy,Article,Turin,1,Journal,2-s2.0-56249106909
Nishiura H.,,Early efforts in modeling the incubation period of infectious diseases with an acute course of illness,2007,Emerging Themes in Epidemiology,49,10.1186/1742-7622-4-2,Germany;Japan,Article,Tubingen;Nagasaki,1,Journal,2-s2.0-34249802934
Van Der Linden W.,,A lognormal model for response times on test items,2006,Journal of Educational and Behavioral Statistics,154,10.3102/10769986031002181,Netherlands,Review,Enschede,0,Journal,2-s2.0-33746126858
Vázquez A.,,Modeling bursts and heavy tails in human dynamics,2006,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",474,10.1103/PhysRevE.73.036127,United States;United States,Article,Notre Dame;Boston,0,Journal,2-s2.0-33645307370
Van Mieghem P.,,Performance analysis of communications networks and systems,2006,Performance Analysis of Communications Networks and Systems,196,10.1017/CBO9780511616488,Netherlands,Book,Delft,0,Book,2-s2.0-84925138582
Newman M.,,"Power laws, Pareto distributions and Zipf's law",2005,Contemporary Physics,2915,10.1080/00107510500052444,United States,Article,Ann Arbor,0,Journal,2-s2.0-24744469980
Bollobás B.,,The degree sequence of a scale-free random graph process,2001,Random Structures and Algorithms,463,10.1002/rsa.1009,United States;United Kingdom,Article,Memphis;Cambridge,0,Journal,2-s2.0-0035625228
Limpert E.,,Log-normal distributions across the sciences: Keys and clues,2001,BioScience,1566,10.1641/0006-3568(2001)051[0341:LNDATS]2.0.CO;2,Switzerland,Review,Zurich,1,Journal,2-s2.0-0034978467
Barcelö F.,,Channel holding time distribution in public telephony systems (PAMR and PCS),2000,IEEE Transactions on Vehicular Technology,67,10.1109/25.892545,Spain,Article,Barcelona,0,Journal,2-s2.0-0034261791
Barabási A.,,Emergence of scaling in random networks,1999,Science,22122,10.1126/science.286.5439.509,United States,Article,Notre Dame,0,Journal,2-s2.0-0038483826
Barceló F.,,Channel holding time distribution in cellular telephony,1998,Electronics Letters,20,10.1049/el:19980165,Spain,Article,Barcelona,0,Journal,2-s2.0-0031705123
Marlow N.,,A Normal Limit Theorem for Power Sums of Independent Random Variables,1967,Bell System Technical Journal,50,10.1002/j.1538-7305.1967.tb04244.x,,Article,,0,Journal,2-s2.0-0003016939
Shockley W.,,On the Statistics of Individual Variations of Productivity in Research Laboratories,1957,Proceedings of the IRE,175,10.1109/JRPROC.1957.278364,United States,Article,Fullerton,0,Journal,2-s2.0-84937657174
Sartwell P.,,The distribution of incubation periods of infectious disease,1950,American Journal of Epidemiology,181,10.1093/oxfordjournals.aje.a119397,,Article,,0,Journal,2-s2.0-0001183798
