Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Rybarsch M.,,Binary threshold networks as a natural null model for biological networks,2012,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",14,10.1103/PhysRevE.86.026114,Germany,Article,Bremen,0,Journal,2-s2.0-84865593231
Zañudo J.G.T.,,Boolean threshold networks: Virtues and limitations for biological modeling,2011,Intelligent Systems Reference Library,10,10.1007/978-3-642-19621-8_6,Mexico,Article,Cuernavaca,0,Book Series,2-s2.0-84885442446
Poblanno-Balp R.,,Modular random Boolean networks,2011,Artificial Life,17,10.1162/artl_a_00042,Mexico,Article,Ciudad de México,0,Journal,2-s2.0-80053274953
Campbell C.,,A network model for plant-pollinator community assembly,2011,Proceedings of the National Academy of Sciences of the United States of America,58,10.1073/pnas.1008204108,United States,Article,University Park,1,Journal,2-s2.0-78651093893
Andrecut M.,,Phase transition in a class of nonlinear random networks,2010,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",1,10.1103/PhysRevE.82.022105,Canada,Article,Calgary,0,Journal,2-s2.0-77956124613
Fortunato S.,,Community detection in graphs,2010,Physics Reports,5864,10.1016/j.physrep.2009.11.002,Italy,Review,Turin,0,Journal,2-s2.0-74049087026
Lancichinetti A.,,Benchmarks for testing community detection algorithms on directed and weighted graphs with overlapping communities,2009,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",613,10.1103/PhysRevE.80.016118,Italy,Article,Turin,0,Journal,2-s2.0-68949111730
Zhang X.,,Modularity optimization in community detection of complex networks,2009,EPL,73,10.1209/0295-5075/87/38002,China,Article,Beijing,0,Journal,2-s2.0-78651330007
Andrecut M.,,Maximal information transfer and behavior diversity in random threshold networks,2009,Journal of Computational Biology,6,10.1089/cmb.2009.0007,Canada,Article,Calgary,0,Journal,2-s2.0-70349225651
Pomerance A.,,The effect of network topology on the stability of discrete state models of genetic control,2009,Proceedings of the National Academy of Sciences of the United States of America,69,10.1073/pnas.0900142106,United States,Article,College Park,1,Journal,2-s2.0-66249096692
Rohlf T.,,Critical line in random-threshold networks with inhomogeneous thresholds,2008,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",7,10.1103/PhysRevE.78.066118,Germany,Article,Leipzig,0,Journal,2-s2.0-58249129774
Li D.,,Synchronization interfaces and overlapping communities in complex networks,2008,Physical Review Letters,84,10.1103/PhysRevLett.101.168701,Israel,Article,Ramat Gan,0,Journal,2-s2.0-54849437359
Szejka A.,,The phase diagram of random threshold networks,2008,New Journal of Physics,27,10.1088/1367-2630/10/6/063009,Germany,Article,Darmstadt,1,Journal,2-s2.0-47149113879
Leicht E.,,Community structure in directed networks,2008,Physical Review Letters,591,10.1103/PhysRevLett.100.118703,United States,Article,Ann Arbor,0,Journal,2-s2.0-41449087415
Ribeiro A.S.,,Mutual information in random Boolean models of regulatory networks,2008,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",100,10.1103/PhysRevE.77.011901,Finland;Canada,Article,Tampere;Calgary,0,Journal,2-s2.0-40749150320
Rohlf T.,,Damage spreading and criticality in finite random dynamical networks,2007,Physical Review Letters,26,10.1103/PhysRevLett.99.248701,United States,Article,Santa Fe,0,Journal,2-s2.0-37249057062
Norrell J.,,Attractors in continuous and Boolean networks,2007,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",16,10.1103/PhysRevE.76.046122,United States,Article,Durham,0,Journal,2-s2.0-35648994333
Arenas A.,,Synchronization reveals topological scales in complex networks,2006,Physical Review Letters,579,10.1103/PhysRevLett.96.114102,Spain,Article,Tarragona,0,Journal,2-s2.0-33645156787
Chaves M.,,Robustness and fragility of Boolean models for genetic regulatory networks,2005,Journal of Theoretical Biology,252,10.1016/j.jtbi.2005.01.023,United States,Article,Piscataway,0,Journal,2-s2.0-18844380444
Greil F.,,Dynamics of critical Kauffman networks under asynchronous stochastic update,2005,Physical Review Letters,66,10.1103/PhysRevLett.95.048701,Germany,Article,Darmstadt,0,Journal,2-s2.0-27144548324
Papin J.,,Reconstruction of cellular signalling networks and analysis of their properties,2005,Nature Reviews Molecular Cell Biology,369,10.1038/nrm1570,United States;United States,Review,San Diego;Charlottesville,0,Journal,2-s2.0-13444278821
Aldana M.,,Phase transitions in scale-free neural networks: Departure from the standard mean-field universality class,2004,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",13,10.1103/PhysRevE.70.066130,Mexico;United States,Article,Cuernavaca;Albuquerque,0,Journal,2-s2.0-41349115246
Li F.,,The yeast cell-cycle network is robustly designed,2004,Proceedings of the National Academy of Sciences of the United States of America,743,10.1073/pnas.0305937101,China,Article,Beijing,1,Journal,2-s2.0-1842687878
Radicchi F.,,Defining and identifying communities in networks,2004,Proceedings of the National Academy of Sciences of the United States of America,1536,10.1073/pnas.0400054101,Italy,Article,Rome,1,Journal,2-s2.0-1542357701
Aldana M.,,Boolean dynamics of networks with scale-free topology,2003,Physica D: Nonlinear Phenomena,277,10.1016/S0167-2789(03)00174-X,United States,Article,Chicago,0,Journal,2-s2.0-0141903547
Aldana M.,,A natural class of robust networks,2003,Proceedings of the National Academy of Sciences of the United States of America,189,10.1073/pnas.1536783100,United States,Article,Chicago,1,Journal,2-s2.0-0042808605
Rohlf T.,,Criticality in random threshold networks: Annealed approximation and beyond,2002,Physica A: Statistical Mechanics and its Applications,42,10.1016/S0378-4371(02)00798-7,Germany,Article,Kiel,0,Journal,2-s2.0-0036644807
Girvan M.,,Community structure in social and biological networks,2002,Proceedings of the National Academy of Sciences of the United States of America,8662,10.1073/pnas.122653799,United States;United States,Article,Santa Fe;Ithaca,1,Journal,2-s2.0-0037062448
Bilke S.,,Stability of the Kauffman model,2002,"Physical Review E - Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics",92,10.1103/PhysRevE.65.016129,Sweden,Article,Lund,0,Journal,2-s2.0-41349121540
Stocker R.,,Consensus and cohesion in simulated social networks,2001,JASSS,36,,,Article,,0,Journal,2-s2.0-2942627423
Barabási A.,,Emergence of scaling in random networks,1999,Science,22122,10.1126/science.286.5439.509,United States,Article,Notre Dame,0,Journal,2-s2.0-0038483826
Thomas R.,,Regulatory networks seen as asynchronous automata: A logical description,1991,Journal of Theoretical Biology,317,10.1016/S0022-5193(05)80350-9,Belgium,Short Survey,Brussels,0,Journal,2-s2.0-0025948178
KÜrten K.,,Correspondence between neural threshold networks and Kauffman boolean cellular automata,1988,Journal of Physics A: Mathematical and General,67,10.1088/0305-4470/21/11/009,Germany;Germany,Letter,Mainz;Koln,0,Journal,2-s2.0-0000491825
Kürten K.,,Critical phenomena in model neural networks,1988,Physics Letters A,75,10.1016/0375-9601(88)90135-1,Germany;Germany,Article,Mainz;Heidelberg,0,Journal,2-s2.0-0007188882
Derrida B.,,Dynamical phase transition in nonsymmetric spin glasses,1987,Journal of Physics A: General Physics,64,10.1088/0305-4470/20/11/009,France,Article,Gif-sur-Yvette,0,Journal,2-s2.0-0001444374
Derrida B.,,Random networks of automata: A simple annealed approximation,1986,EPL,466,10.1209/0295-5075/1/2/001,France,Article,Gif-sur-Yvette,0,Journal,2-s2.0-84956252965
Kauffman S.,,Metabolic stability and epigenesis in randomly constructed genetic nets,1969,Journal of Theoretical Biology,2878,10.1016/0022-5193(69)90015-0,United States;United States,Article,San Francisco;Cambridge,0,Journal,2-s2.0-0014489272
