Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Gilbert E.,,Predicting tie strength with social media,2009,Conference on Human Factors in Computing Systems - Proceedings,825,10.1145/1518701.1518736,United States,Conference Paper,Urbana,0,Conference Proceeding,2-s2.0-84892455410
Singla P.,,"Yes, there is a correlation - From social networks to personal behavior on the web",2008,"Proceeding of the 17th International Conference on World Wide Web 2008, WWW'08",205,10.1145/1367497.1367586,United States,Conference Paper,Seattle,0,Conference Proceeding,2-s2.0-57349138790
Sharan U.,,Temporal-relational classifiers for prediction in evolving domains,2008,"Proceedings - IEEE International Conference on Data Mining, ICDM",59,10.1109/ICDM.2008.125,United States,Conference Paper,West Lafayette,0,Conference Proceeding,2-s2.0-67049137970
Crandall D.,,Feedback effects between similarity and social influence in online communities,2008,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,425,10.1145/1401890.1401914,United States,Conference Paper,Ithaca,0,Conference Proceeding,2-s2.0-65449185511
Anagnostopoulos A.,,Influence and correlation in social networks,2008,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,466,10.1145/1401890.1401897,United States,Conference Paper,Sunnyvale,0,Conference Proceeding,2-s2.0-65449152304
Kashima H.,,A parameterized probabilistic model of network evolution for supervised link prediction,2006,"Proceedings - IEEE International Conference on Data Mining, ICDM",92,10.1109/ICDM.2006.8,United States,Conference Paper,Yorktown Heights,0,Conference Proceeding,2-s2.0-49749098687
Backstrom L.,,"Group formation in large social networks: Membership, growth, and evolution",2006,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,1098,,United States,Conference Paper,Ithaca,0,Conference Proceeding,2-s2.0-33749575022
Neville J.,,Using relational knowledge discovery to prevent securities fraud,2005,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,71,10.1145/1081870.1081922,United States,Conference Paper,Amherst MA,0,Conference Proceeding,2-s2.0-32344439564
Zhu X.,,Semi-Supervised Learning Using Gaussian Fields and Harmonic Functions,2003,"Proceedings, Twentieth International Conference on Machine Learning",2483,,United States,Conference Paper,Pittsburgh,0,Conference Proceeding,2-s2.0-1942484430
Adamic L.,,Friends and neighbors on the Web,2003,Social Networks,1496,10.1016/S0378-8733(03)00009-1,United States,Article,Palo Alto,0,Journal,2-s2.0-10944272139
Liben-Nowell D.,,The link prediction problem for social networks,2003,"International Conference on Information and Knowledge Management, Proceedings",995,10.1145/956958.956972,United States,Conference Paper,Cambridge,0,Conference Proceeding,2-s2.0-18744398132
Domingos P.,,Mining the network value of customers,2001,Proceedings of the Seventh ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,1681,10.1145/502512.502525,United States,Conference Paper,Seattle,0,Conference Proceeding,2-s2.0-0035789667
McPherson M.,,Birds of a feather: Homophily in social networks,2001,Annual Review of Sociology,8124,10.1146/annurev.soc.27.1.415,United States,Article,Tucson,0,Book Series,2-s2.0-0035639140
Dindia K.,,Definitions and theoretical perspectives on maintaining relationships,1993,Journal of Social and Personal Relationships,156,10.1177/026540759301000201,United States,Article,Milwaukee,0,Journal,2-s2.0-84970113312
