Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Jeong H.,,The large-scale organization of metabolic networks,2000,Nature,3533,10.1038/35036627,United States,Article,Notre Dame,0,Journal,2-s2.0-0034609791
Schilling C.,,Theory for the systemic definition of metabolic pathways and their use in interpreting metabolic function from a pathway-oriented perspective,2000,Journal of Theoretical Biology,462,10.1006/jtbi.2000.1073,United States,Article,San Diego,0,Journal,2-s2.0-0034615791
Schuster S.,,A general definition of metabolic pathways useful for systematic organization and analysis of complex metabolic networks,2000,Nature Biotechnology,686,10.1038/73786,Germany,Article,Berlin,0,Journal,2-s2.0-0034064689
Brooks D.R.,,The nature of the organism. Life has a life of its own,2000,Annals of the New York Academy of Sciences,20,10.1111/j.1749-6632.2000.tb06284.x,Canada,Conference Paper,Toronto,0,Book Series,2-s2.0-0034100037
Overbeek R.,,WIT: Integrated system for high-throughput genome sequence analysis and metabolic reconstruction,2000,Nucleic Acids Research,287,10.1093/nar/28.1.123,United States,Short Survey,Chicago,1,Journal,2-s2.0-0033977576
Penny D.,,The nature of the last universal common ancestor,1999,Current Opinion in Genetics and Development,106,10.1016/S0959-437X(99)00020-9,New Zealand,Review,Palmerston North,0,Journal,2-s2.0-0032785122
Andersson J.,,Insights into the evolutionary process of genome degradation,1999,Current Opinion in Genetics and Development,180,10.1016/S0959-437X(99)00024-6,Sweden,Review,Uppsala,0,Journal,2-s2.0-0032777154
Tourasse N.,,Accounting for Evolutionary Rate Variation among Sequence Sites Consistently Changes Universal Phylogenies Deduced from rRNA and Protein-Coding Genes,1999,Molecular Phylogenetics and Evolution,52,10.1006/mpev.1999.0675,United States,Article,,0,Journal,2-s2.0-0033210762
Snel B.,,Genome phylogeny based on gene content,1999,Nature Genetics,497,10.1038/5052,Germany;Netherlands;Germany,Article,Berlin;Utrecht;Heidelberg,0,Journal,2-s2.0-0032900532
Ford Doolittle W.,,You are what you eat: A gene transfer ratchet could account for bacterial genes in eukaryotic nuclear genomes,1998,Trends in Genetics,429,10.1016/S0168-9525(98)01494-2,,Article,,0,Journal,2-s2.0-0032404453
Moreira D.,,Symbiosis between methanogenic archaea and δ-proteobacteria as the origin of eukaryotes: The syntrophic hypothesis,1998,Journal of Molecular Evolution,214,10.1007/PL00006408,France,Article,Paris,0,Journal,2-s2.0-0031735879
Rivera M.C.,,Genomic evidence for two functionally distinct gene classes,1998,Proceedings of the National Academy of Sciences of the United States of America,367,10.1073/pnas.95.11.6239,United States,Article,Los Angeles,1,Journal,2-s2.0-0032568587
Martin W.,,The hydrogen hypothesis for the first eukaryote,1998,Nature,836,10.1038/32096,Germany,Review,Braunschweig,0,Journal,2-s2.0-2642689666
Lawrence J.,,Selfish operons: Horizontal transfer may drive the evolution of gene clusters,1996,Genetics,475,,United States,Review,Salt Lake City,0,Journal,2-s2.0-0029847554
Woese C.,,"Towards a natural system of organisms: Proposal for the domains Archaea, Bacteria, and Eucarya",1990,Proceedings of the National Academy of Sciences of the United States of America,4127,10.1073/pnas.87.12.4576,United States,Article,Urbana,1,Journal,2-s2.0-0025300402
Saitou N.,,The neighbor-joining method: a new method for reconstructing phylogenetic trees.,1987,Molecular biology and evolution,44961,,United States,Article,Houston,0,Journal,2-s2.0-0023375195
