Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Douglas J.,,Power delivery in the 21st century,1999,EPRI Journal,3,,,Article,,0,Trade Journal,2-s2.0-0032665555
Grewal G.,,Optimization of load-shedding scheme in an integrated process plant,1999,IEEE Transactions on Industry Applications,9,10.1109/28.777206,Canada,Article,Fort McMurray,0,Journal,2-s2.0-0032593016
O'Kane P.,,Impact of embedded generation on emergency reserve,1999,"IEE Proceedings: Generation, Transmission and Distribution",17,10.1049/ip-gtd:19990070,United Kingdom,Article,Belfast,0,Journal,2-s2.0-0032690957
Rajamani K.,,Islanding and load shedding schemes for captive power plants,1999,IEEE Transactions on Power Delivery,39,10.1109/61.772318,United States,Article,Schenectady,0,Journal,2-s2.0-0032668349
Nolan G.,,Standby power generation under utility curtailment contract agreements,1997,IEEE Transactions on Industry Applications,2,10.1109/28.649952,United States,Article,Boston,0,Journal,2-s2.0-0031269496
Shilling S.,,Electrical transient stability and underfrequency load shedding analysis for a large pump station,1997,IEEE Transactions on Industry Applications,14,10.1109/28.567111,Saudi Arabia,Article,Dhahran,0,Journal,2-s2.0-0030671904
Mostafa M.,,A computational comparison of steady state load shedding approaches in electric power systems,1997,IEEE Transactions on Power Systems,37,10.1109/59.574920,Canada,Article,Halifax,0,Journal,2-s2.0-0031075103
Hsu C.,,The load-shedding scheme design for an integrated steelmaking cogeneration facility,1997,IEEE Transactions on Industry Applications,38,10.1109/28.585846,Taiwan,Article,Tainan,0,Journal,2-s2.0-0031142608
Donnelly M.,,Impacts of the distributed utility on transmission system stability,1996,IEEE Transactions on Power Systems,141,10.1109/59.496148,United States,Article,Richland,0,Journal,2-s2.0-0030143102
Chedid R.,,Comparative analysis of dynamic models for performance calculation of grid-connected wind turbine generators,1993,Wind Engineering,15,,Lebanon,Article,Beirut,0,Journal,2-s2.0-0027791184
Halevi Y.,,Optimization of load shedding system,1993,IEEE Transactions on Energy Conversion,60,10.1109/60.222706,Israel,Article,Haifa,0,Journal,2-s2.0-0027611985
Anderson P.,,An adaptive method for setting underfrequency load shedding relays,1992,IEEE Transactions on Power Systems,255,10.1109/59.141770,United States,Article,San Diego,0,Journal,2-s2.0-0026868529
Girgis A.,,Adaptive Estimation of Power System Frequency Deviation and its Rate of Change for Calculating Sudden Power System Overloads,1990,IEEE Transactions on Power Delivery,150,10.1109/61.53060,United States,Article,Clemson,0,Journal,2-s2.0-0025411286
Palaniswamy K.,,Optimum load shedding taking into account of voltage and frequency characteristics of loads,1985,IEEE Transactions on Power Apparatus and Systems,39,10.1109/TPAS.1985.319154,India;India,Article,Warangal;Kharagpur,0,Journal,2-s2.0-0005935430
Hajdu L.,,Optimum Load-Shedding Policy for Power Systems,1968,IEEE Transactions on Power Apparatus and Systems,51,10.1109/TPAS.1968.292194,,Article,,0,Journal,2-s2.0-0000629327
