Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Wang C.,,A fast method for power system splitting boundary searching,2009,"2009 IEEE Power and Energy Society General Meeting, PES '09",4,10.1109/PES.2009.5275588,China,Conference Paper,Xi'an,0,Conference Proceeding,2-s2.0-71849098251
Fernandes R.,,Load shedding - Coordination between the Portuguese transmission grid and the distribution grid with minimization of loss of distributed generation,2009,2009 IEEE Bucharest PowerTech: Innovative Ideas Toward the Electrical Grid of the Future,7,10.1109/PTC.2009.5282171,,Conference Paper,,0,Conference Proceeding,2-s2.0-75149151178
Craciun D.,,A new soft load shedding: Power system stability with contribution from consumers,2009,2009 IEEE Bucharest PowerTech: Innovative Ideas Toward the Electrical Grid of the Future,13,10.1109/PTC.2009.5282020,France,Conference Paper,Grenoble,0,Conference Proceeding,2-s2.0-74949135428
Najafi S.,,Evaluation of interconnected power systems controlled islanding,2009,2009 IEEE Bucharest PowerTech: Innovative Ideas Toward the Electrical Grid of the Future,21,10.1109/PTC.2009.5282273,Iran,Conference Paper,Tehran,0,Conference Proceeding,2-s2.0-74949124342
Koch S.,,Potentials and applications of coordinated groups of thermal household appliances for power system control purposes,2009,"1st IEEE-PES/IAS Conference on Sustainable Alternative Energy, SAE 2009 - Proceedings",37,10.1109/SAE.2009.5534841,Switzerland,Conference Paper,"Zurich ZH,",0,Conference Proceeding,2-s2.0-77956438027
Peiravi A.,,A fast algorithm for intentional islanding of power systems using the Multilevel Kernel k-Means approach,2009,Journal of Applied Sciences,45,10.3923/jas.2009.2247.2255,Iran,Article,Mashhad,1,Journal,2-s2.0-67650305206
McDaniel P.,,Security and privacy challenges in the smart grid,2009,IEEE Security and Privacy,724,10.1109/MSP.2009.76,United States,Article,University Park,0,Journal,2-s2.0-67650822699
Hooshmand R.,,Optimal design of load shedding and generation reallocation in power systems using fuzzy particle swarm optimization algorithm,2008,Journal of Applied Sciences,10,10.3923/jas.2008.2788.2800,Iran,Article,Isfahan,1,Journal,2-s2.0-67649410759
Short J.,,Stabilization of grid frequency through dynamic demand control,2007,IEEE Transactions on Power Systems,477,10.1109/TPWRS.2007.901489,United Kingdom,Article,London,0,Journal,2-s2.0-34548033512
Harper S.R.,,The effects of dynamic residential load participation: Penetration levels for operational impact on reliability,2007,International Journal of Critical Infrastructures,3,10.1504/IJCIS.2007.011552,United States,Article,Urbana,0,Journal,2-s2.0-33847749278
Terzija V.,,Adaptive underfrequency load shedding based on the magnitude of the disturbance estimation,2006,IEEE Transactions on Power Systems,272,10.1109/TPWRS.2006.879315,United Kingdom,Article,Manchester,0,Journal,2-s2.0-33747594769
Ricquebourg V.,,The smart home concept: Our immediate future,2006,"2006 1st IEEE International Conference on E-Learning in Industrial Electronics, ICELIE",158,10.1109/ICELIE.2006.347206,France;France,Conference Paper,Paris;Amiens,0,Conference Proceeding,2-s2.0-44949101025
Shi B.,,WAMS-based load shedding for systems suffering power deficit,2005,Proceedings of the IEEE Power Engineering Society Transmission and Distribution Conference,12,10.1109/TDC.2005.1547129,China,Conference Paper,Beijing,0,Conference Proceeding,2-s2.0-33746520585
Chaniotis D.,,Model reduction in power systems using Krylov subspace methods,2005,IEEE Transactions on Power Systems,130,10.1109/TPWRS.2005.846109,,Article,,0,Journal,2-s2.0-18944376916
Sun K.,,A simulation study of OBDD-based proper splitting strategies for power systems under consideration of transient stability,2005,IEEE Transactions on Power Systems,145,10.1109/TPWRS.2004.841239,China,Article,Beijing,0,Journal,2-s2.0-13844308322
Li H.,,Strategic power infrastructure defense,2005,Proceedings of the IEEE,109,10.1109/JPROC.2005.847260,France,Conference Paper,La Defense,0,Journal,2-s2.0-21244471172
You H.,,Slow Coherency-Based Islanding,2004,IEEE Transactions on Power Systems,294,10.1109/TPWRS.2003.818729,United States,Review,Ames,0,Journal,2-s2.0-1442265461
Karimi-Ghartemani M.,,"Wide-range, fast and robust estimation of power system frequency",2003,Electric Power Systems Research,21,10.1016/S0378-7796(02)00223-7,Canada,Article,Toronto,0,Journal,2-s2.0-0037404031
Price W.,,Standard Load Models for Power Flow and Dynamic Performance Simulation,1995,IEEE Transactions on Power Systems,534,10.1109/59.466523,United States,Article,,0,Journal,2-s2.0-0029355022
Thompson J.,,Adaptive load shedding for isolated power systems,1994,"IEE Proceedings: Generation, Transmission and Distribution",54,10.1049/ip-gtd:19941370,United Kingdom,Article,Belfast,0,Journal,2-s2.0-0028508249
Sen S.,,A method for tracking power line frequency with millihertz resolution and high/low cut-off,1992,Electric Power Systems Research,2,10.1016/0378-7796(92)90092-F,India,Article,Kolkata,0,Journal,2-s2.0-0026860791
Anderson P.,,An adaptive method for setting underfrequency load shedding relays,1992,IEEE Transactions on Power Systems,255,10.1109/59.141770,United States,Article,San Diego,0,Journal,2-s2.0-0026868529
Schweppe F.,,Homeostatic utility control,1980,IEEE Transactions on Power Apparatus and Systems,258,10.1109/TPAS.1980.319745,United States,Article,Cambridge,0,Journal,2-s2.0-0019021249
