Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Albert R.,,Statistical mechanics of complex networks,2002,Reviews of Modern Physics,13645,10.1103/RevModPhys.74.47,United States;United States,Article,Minneapolis;Notre Dame,0,Journal,2-s2.0-0036013593
Carreras B.,,"Dynamics, criticality and self-organization in a model for blackouts in power transmission systems",2002,Proceedings of the Annual Hawaii International Conference on System Sciences,67,10.1109/HICSS.2002.993976,United States,Conference Paper,Oak Ridge,0,Conference Proceeding,2-s2.0-84948686983
Dobson I.,,Examining criticality of blackouts in power system models with cascading events,2002,Proceedings of the Annual Hawaii International Conference on System Sciences,113,10.1109/HICSS.2002.993975,United States,Conference Paper,Madison,0,Conference Proceeding,2-s2.0-84948699234
Strogatz S.,,Exploring complex networks,2001,Nature,5562,10.1038/35065725,United States,Review,Ithaca,1,Journal,2-s2.0-0035826155
Chen J.,,Analysis of electric power system disturbance data,2001,Proceedings of the Hawaii International Conference on System Sciences,65,10.1109/HICSS.2001.926277,United States,Article,Ithaca,0,Journal,2-s2.0-0034966361
Carreras B.,,Modeling blackout dynamics in power transmission networks with simple structure,2001,Proceedings of the Hawaii International Conference on System Sciences,70,10.1109/HICSS.2001.926275,United States,Article,Oak Ridge,0,Journal,2-s2.0-0034969942
Dobson I.,,An initial model for complex dynamics in electric power system blackouts,2001,Proceedings of the Hawaii International Conference on System Sciences,256,,,Conference Paper,,0,Conference Proceeding,2-s2.0-0034969706
Carreras B.,,Initial evidence for self-organized criticality in electric power system blackouts,2000,Proceedings of the Hawaii International Conference on System Sciences,126,,United States,Conference Paper,Oak Ridge,0,Conference Proceeding,2-s2.0-0033886054
Nagel K.,,Emergent traffic jams,1995,Physical Review E,257,10.1103/PhysRevE.51.2909,Germany;United States,Article,Koln;Upton,0,Journal,2-s2.0-28244476619
Biehl M.,,Statistical mechanics of unsupervised learning,1993,EPL,23,10.1209/0295-5075/24/5/017,Germany,Article,Wurzburg,0,Journal,2-s2.0-84956076691
Stott B.,,Linear programming for power-system network security applications,1979,IEEE Transactions on Power Apparatus and Systems,314,10.1109/TPAS.1979.319296,Brazil,Article,Ilha do Fundao,0,Journal,2-s2.0-0018467775
Stott B.,,"Power system security control calculations using linear programming, part II",1978,IEEE Transactions on Power Apparatus and Systems,44,10.1109/TPAS.1978.354665,Australia,Article,Rockhampton,0,Journal,2-s2.0-0018011335
Stott B.,,"Power system security control calculations using linear programming, part I",1978,IEEE Transactions on Power Apparatus and Systems,165,10.1109/TPAS.1978.354664,Australia,Article,Rockhampton,0,Journal,2-s2.0-0018012030
