Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Newman M.,,The structure and dynamics of networks,2011,The Structure and Dynamics of Networks,1018,,,Book,,0,Book,2-s2.0-84884073625
Szell M.,,Measuring social dynamics in a massive multiplayer online game,2010,Social Networks,164,10.1016/j.socnet.2010.06.001,Austria,Article,Vienna,0,Journal,2-s2.0-77956386307
Genini J.,,Cheaters in mutualism networks,2010,Biology Letters,45,10.1098/rsbl.2009.1021,Denmark;Brazil,Article,Aarhus;Sao Paulo,0,Journal,2-s2.0-77956370665
Leskovec J.,,Signed networks in social media,2010,Conference on Human Factors in Computing Systems - Proceedings,663,10.1145/1753326.1753532,United States,Conference Paper,Palo Alto,0,Conference Proceeding,2-s2.0-77954012379
Mucha P.,,"Community structure in time-dependent, multiscale, and multiplex networks",2010,Science,1009,10.1126/science.1184819,United States,Article,Chapel Hill,0,Journal,2-s2.0-77952328459
Rodriguez M.,,Exposing multi-relational networks to single-relational network analysis algorithms,2010,Journal of Informetrics,46,10.1016/j.joi.2009.06.004,United States,Article,Los Alamos,0,Journal,2-s2.0-71249085151
Bohorquez J.C.,,Common ecology quantifies human insurgency,2009,Nature,131,10.1038/nature08631,Colombia,Article,Bogota,0,Journal,2-s2.0-72449163469
Huang Y.,,Virtually there: Exploring proximity and homophily in a virtual world,2009,"Proceedings - 12th IEEE International Conference on Computational Science and Engineering, CSE 2009",18,10.1109/CSE.2009.471,United States,Conference Paper,Evanston,0,Conference Proceeding,2-s2.0-70849093358
Marvel S.,,Energy landscape of social balance,2009,Physical Review Letters,95,10.1103/PhysRevLett.103.198701,United States,Article,Ithaca,0,Journal,2-s2.0-70449090575
Traag V.A.,,Community detection in networks with positive and negative links,2009,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",223,10.1103/PhysRevE.80.036115,Netherlands;Belgium,Article,Amsterdam;Louvain-la-Neuve,0,Journal,2-s2.0-70349930102
Eagle N.,,Inferring friendship network structure by using mobile phone data,2009,Proceedings of the National Academy of Sciences of the United States of America,1292,10.1073/pnas.0900282106,United States;United States,Article,Santa Fe;Cambridge,1,Journal,2-s2.0-70349313631
Evans T.S.,,"Line graphs, link partitions, and overlapping communities",2009,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",356,10.1103/PhysRevE.80.016105,United Kingdom,Article,London,0,Journal,2-s2.0-68949093647
