Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Zhang P.,,Evaluating accuracy of community detection using the relative normalized mutual information,2015,Journal of Statistical Mechanics: Theory and Experiment,26,10.1088/1742-5468/2015/11/P11006,United States;China,Article,Santa Fe;Beijing,0,Journal,2-s2.0-84947998862
Yang J.,,Defining and evaluating network communities based on ground-truth,2015,Knowledge and Information Systems,497,10.1007/s10115-013-0693-z,United States,Article,Palo Alto,0,Journal,2-s2.0-84929145888
Hric D.,,Community detection in networks: Structural communities versus ground truth,2014,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",111,10.1103/PhysRevE.90.062805,Finland,Article,Espoo,0,Journal,2-s2.0-84918499937
Romano S.,,Standardized mutual information for clustering comparisons: One step further in adjustment for chance,2014,"31st International Conference on Machine Learning, ICML 2014",20,,Australia,Conference Paper,Parkville,0,Conference Proceeding,2-s2.0-84919792012
Papadopoulos S.,,Community detection in social media performance and application considerations,2012,Data Mining and Knowledge Discovery,318,10.1007/s10618-011-0224-z,Greece;Greece,Article,Thessaloniki;Thessaloniki,0,Journal,2-s2.0-84861734734
Xie J.,,Community detection using a neighborhood strength driven Label Propagation Algorithm,2011,"Proceedings of the 2011 IEEE 1st International Network Science Workshop, NSW 2011",87,10.1109/NSW.2011.6004645,United States,Conference Paper,Troy,0,Conference Proceeding,2-s2.0-80053206492
Orman G.,,The effect of network realism on community detection algorithms,2010,"Proceedings - 2010 International Conference on Advances in Social Network Analysis and Mining, ASONAM 2010",16,10.1109/ASONAM.2010.70,Turkey,Conference Paper,Istanbul,0,Conference Proceeding,2-s2.0-77958167935
Lancichinetti A.,,Characterizing the community structure of complex networks,2010,PLoS ONE,158,10.1371/journal.pone.0011976,Italy,Article,Turin,1,Journal,2-s2.0-77957873035
Vinh N.,,"Information theoretic measures for clusterings comparison: Variants, properties, normalization and correction for chance",2010,Journal of Machine Learning Research,699,,Australia;Australia,Article,Sydney;Sydney,0,Journal,2-s2.0-78649420560
Fortunato S.,,Community detection in graphs,2010,Physics Reports,5864,10.1016/j.physrep.2009.11.002,Italy,Review,Turin,0,Journal,2-s2.0-74049087026
Peel L.,,Estimating network parameters for selecting community detection algorithms,2010,"13th Conference on Information Fusion, Fusion 2010",15,10.1109/icif.2010.5712065,United Kingdom,Conference Paper,Farnborough,0,Conference Proceeding,2-s2.0-79952434266
Rosvall M.,,The map equation,2009,European Physical Journal: Special Topics,295,10.1140/epjst/e2010-01179-1,Sweden,Article,Umea,0,Journal,2-s2.0-77952159452
