Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Chiang T.,,A general pipeline for quality and statistical assessment of protein interaction data using R and Bioconductor,2009,Nature Protocols,11,10.1038/nprot.2009.26,United Kingdom;United States,Article,Cambridge;Seattle,0,Journal,2-s2.0-64749102604
Sawardecker E.,,Detection of node group membership in networks with group overlap,2009,European Physical Journal B,37,10.1140/epjb/e2008-00418-0,United States,Article,Evanston,0,Journal,2-s2.0-67349187322
Arenas A.,,Synchronization in complex networks,2008,Physics Reports,2008,10.1016/j.physrep.2008.09.002,Spain;Spain,Review,Tarragona;Zaragoza,0,Journal,2-s2.0-56549084695
Yu H.,,High-quality binary protein interaction map of the yeast interactome network,2008,Science,970,10.1126/science.1158684,United States;United States,Article,Boston;Boston,0,Journal,2-s2.0-53349117774
Nunes Amaral L.A.,,A truer measure of our ignorance,2008,Proceedings of the National Academy of Sciences of the United States of America,43,10.1073/pnas.0802459105,United States,Note,Evanston,1,Journal,2-s2.0-44349170777
Stumpf M.,,Estimating the size of the human interactome,2008,Proceedings of the National Academy of Sciences of the United States of America,482,10.1073/pnas.0708078105,United Kingdom,Article,London,1,Journal,2-s2.0-44349113144
Clauset A.,,Hierarchical structure and the prediction of missing links in networks,2008,Nature,1221,10.1038/nature06830,United States;United States,Article,Albuquerque;Santa Fe,0,Journal,2-s2.0-43049151837
Sales-Pardo M.,,Extracting the hierarchical organization of complex systems,2007,Proceedings of the National Academy of Sciences of the United States of America,362,10.1073/pnas.0703740104,United States,Article,Evanston,1,Journal,2-s2.0-34848890341
Guimerà R.,,A network-based method for target selection in metabolic networks,2007,Bioinformatics,45,10.1093/bioinformatics/btm150,United States,Conference Paper,Evanston,1,Journal,2-s2.0-34547830837
Liben-Nowell D.,,The link-prediction problem for social networks,2007,Journal of the American Society for Information Science and Technology,2154,10.1002/asi.20591,United States,Article,Northfield,0,Journal,2-s2.0-34249751638
Guimerà R.,,Classes of complex networks defined by role-to-role connectivity profiles,2007,Nature Physics,267,10.1038/nphys489,United States,Article,Evanston,0,Journal,2-s2.0-33845969217
Costa L.,,Characterization of complex networks: A survey of measurements,2007,Advances in Physics,1372,10.1080/00018730601170527,Brazil,Review,Sao Paulo,0,Journal,2-s2.0-33947724499
Kossinets G.,,Effects of missing data in social networks,2006,Social Networks,464,10.1016/j.socnet.2005.07.002,United States,Article,New York,0,Journal,2-s2.0-33747485518
Arenas A.,,Synchronization reveals topological scales in complex networks,2006,Physical Review Letters,579,10.1103/PhysRevLett.96.114102,Spain,Article,Tarragona,0,Journal,2-s2.0-33645156787
Gavin A.,,Proteome survey reveals modularity of the yeast cell machinery,2006,Nature,1941,10.1038/nature04532,United Kingdom;Germany,Article,Brentford;Heidelberg,0,Journal,2-s2.0-33644555054
Guimerà R.,,"The worldwide air transportation network: Anomalous centrality, community structure, and cities' global roles",2005,Proceedings of the National Academy of Sciences of the United States of America,1048,10.1073/pnas.0407994102,United States,Article,Evanston,1,Journal,2-s2.0-20344377406
Guimerà R.,,Modularity from fluctuations in random graphs and complex networks,2004,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",498,10.1103/PhysRevE.70.025101,United States,Article,Evanston,0,Journal,2-s2.0-36348947993
Amaral L.,,Complex networks: Augmenting the framework for the study of complex systems,2004,European Physical Journal B,302,10.1140/epjb/e2004-00110-5,United States,Conference Paper,Evanston,0,Journal,2-s2.0-2942659840
Jansen R.,,A Bayesian Networks Approach for Predicting Protein-Protein Interactions from Genomic Data,2003,Science,980,10.1126/science.1087361,United States;United States,Article,New York;New Haven,0,Journal,2-s2.0-0142052944
Lusseau D.,,The bottlenose dolphin community of doubtful sound features a large proportion of long-lasting associations: Can geographic isolation explain this unique trait?,2003,Behavioral Ecology and Sociobiology,1311,10.1007/s00265-003-0651-y,New Zealand;United Kingdom,Article,Dunedin;Aberdeen,0,Journal,2-s2.0-0042311400
Newman M.E.J.,,Mixing patterns in networks,2003,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",1528,,United States;United States,Article,Santa Fe;Ann Arbor,0,Journal,2-s2.0-0038752085
Butts C.,,"Network inference, error, and informant (in)accuracy: A Bayesian approach",2003,Social Networks,121,10.1016/S0378-8733(02)00038-2,United States,Article,Irvine,0,Journal,2-s2.0-0037403970
Reed J.,,An expanded genome-scale model of Escherichia coli K-12 (iJR904 GSM/GPR).,2003,Genome biology,749,,United States,Article,San Diego,0,Journal,2-s2.0-0344328817
Boguñá M.,,Epidemic spreading in correlated complex networks,2002,"Physical Review E - Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics",360,10.1103/PhysRevE.66.047104,Spain,Article,Barcelona,0,Journal,2-s2.0-41349119541
Girvan M.,,Community structure in social and biological networks,2002,Proceedings of the National Academy of Sciences of the United States of America,8662,10.1073/pnas.122653799,United States;United States,Article,Santa Fe;Ithaca,1,Journal,2-s2.0-0037062448
von Mering C.,,Comparative assessment of large-scale data sets of protein-protein interactions,2002,Nature,1786,10.1038/nature750,Germany,Article,Heidelberg,0,Journal,2-s2.0-0037161731
Guimerà R.,,Optimal Network Topologies for Local Search with Congestion,2002,Physical Review Letters,463,10.1103/PhysRevLett.89.248701,Spain,Article,Tarragona,0,Journal,2-s2.0-0037049530
Schafer J.,,Missing data: Our view of the state of the art,2002,Psychological Methods,6930,10.1037/1082-989X.7.2.147,United States,Article,University Park,0,Journal,2-s2.0-85047673373
Holland P.W.,,Stochastic blockmodels: First steps,1983,Social Networks,919,10.1016/0378-8733(83)90021-7,United States,Article,Princeton,0,Journal,2-s2.0-0012864758
White H.,,Social structure from multiple networks. I. Blockmodels of roles and positions,1976,American Journal of Sociology,1037,10.1086/226141,United States,Article,Cambridge,0,Journal,2-s2.0-84925899978
