Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Decelle A.,,Inference and phase transitions in the detection of modules in sparse networks,2011,Physical Review Letters,205,10.1103/PhysRevLett.107.065701,France,Article,Saint-Aubin,0,Journal,2-s2.0-79961105970
Karrer B.,,Stochastic blockmodels and community structure in networks,2011,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",760,10.1103/PhysRevE.83.016107,United States,Article,Ann Arbor,1,Journal,2-s2.0-79951710564
Benaych-Georges F.,,"The eigenvalues and eigenvectors of finite, low rank perturbations of large random matrices",2011,Advances in Mathematics,175,10.1016/j.aim.2011.02.007,France;France,Article,Palaiseau;Paris,1,Journal,2-s2.0-79952708259
Fortunato S.,,Community detection in graphs,2010,Physics Reports,5864,10.1016/j.physrep.2009.11.002,Italy,Review,Turin,0,Journal,2-s2.0-74049087026
Capitaine M.,,The largest eigenvalues of finite rank deformation of large wigner matrices: Convergence and nonuniversality of the fluctuations,2009,Annals of Probability,89,10.1214/08-AOP394,France,Article,Toulouse,1,Journal,2-s2.0-63049133332
Lancichinetti A.,,Benchmark graphs for testing community detection algorithms,2008,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",1641,10.1103/PhysRevE.78.046110,Italy,Article,Turin,0,Journal,2-s2.0-55849088356
Reichardt J.,,(Un)detectable cluster structure in sparse networks,2008,Physical Review Letters,56,10.1103/PhysRevLett.101.078701,Germany,Article,Wurzburg,0,Journal,2-s2.0-49749151329
Newman M.,,Modularity and community structure in networks,2006,Proceedings of the National Academy of Sciences of the United States of America,5550,10.1073/pnas.0601602103,United States,Article,Ann Arbor,1,Journal,2-s2.0-33745012299
Girvan M.,,Community structure in social and biological networks,2002,Proceedings of the National Academy of Sciences of the United States of America,8662,10.1073/pnas.122653799,United States;United States,Article,Santa Fe;Ithaca,1,Journal,2-s2.0-0037062448
Condon A.,,Algorithms for graph partitioning on the planted partition model,2001,Random Structures and Algorithms,274,10.1002/1098-2418(200103)18:2<116::AID-RSA1001>3.0.CO;2-2,United States;Canada,Article,Madison;Vancouver,0,Journal,2-s2.0-0035580899
Kosterlitz J.,,Spherical model of a spin-glass,1976,Physical Review Letters,233,10.1103/PhysRevLett.36.1217,United Kingdom,Article,Birmingham,0,Journal,2-s2.0-0000803489
